年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道,段,側,附近,道路,公里,公尺處,向,車道,GPS座標X,GPS座標
2016,8,8,15,40,臺南市,仁德區,三甲里,,,,,,,,,,,三甲里57之5號旁,,,,,,120.24193,22.92653
2016,8,8,8,20,臺南市,東區,,,裕農路,,,,,,裕孝路,,,,,,,,,120.24311,22.98967
2016,8,8,11,18,臺南市,仁德區,,,文華路,,,,,,文宏路,,,,,,,,,120.24411,22.97447
2016,8,8,8,5,臺南市,安定區,大同里,,國8側車道,,,,,,,,,(鼎財高幹45-1號電桿前)路口,,,,,,120.2461,23.07979
2016,8,8,16,45,臺南市,永康區,建國里,,復興路,,,,,,,,,高速公路便道口,,,,,,120.24762,22.99842
2016,8,8,23,5,臺南市,安南區,,,長和路,二,12,,272,,,,,,,,,,,120.25164,23.08665
2016,8,8,9,2,臺南市,永康區,蔦松里,,蔦松二街,,,,2016-01-16T00:00:00,,,,,,,,,,,120.25303,23.03966
2016,8,8,7,35,臺南市,永康區,正強里,,中山路,,41,,,,永正路,,,,,,,,,120.25415,23.02651
2016,8,8,14,50,臺南市,永康區,崑山里,,大灣路,,942,71,133,,,,,,,,,,,120.25425,23.0013
2016,8,8,13,50,臺南市,永康區,埔園里,,中山路,,,,176,,,,,,,,,,,120.25611,23.03037
2016,8,8,7,50,臺南市,永康區,,,八德街,,230,58,,,八德街,,,230巷口,,,,,,120.25645,23.03704
2016,8,8,7,40,臺南市,仁德區,太子里,,太子路,,,,196,,,,,,,,,,,120.26147,22.99129
2016,8,8,9,22,臺南市,永康區,,,龍橋街,,350,,,,龍橋街,,,,,,,,,120.26323,23.04151
2016,8,8,14,50,臺南市,新市區,大洲里,,,,,,1-35,,,,,,,,,,,120.26789,23.07321
2016,8,8,13,10,臺南市,善化區,胡厝里,,興農路,,,,,,,,,461號,178線,14,800,東,機慢,120.26817,23.13007
2016,8,8,17,10,臺南市,永康區,,,民族路,,190,,,,,,,中灣五街16巷,,,,,,120.26992,23.00567
2016,8,8,22,41,臺南市,鹽水區,岸內里,,和平路,,,,,,蔦松路,,,,,,,,,120.27194,23.32612
2016,8,8,7,47,臺南市,歸仁區,六甲里,,,,,,,,,,,台39線與六甲路口,,,,,,120.27339,22.95295
2016,8,8,18,11,臺南市,歸仁區,大廟里,,保大路,三,401,,125,,,,,,,,,,,120.27349,22.99645
2016,8,8,19,40,臺南市,永康區,王行里,,王行路,,,,2016-02-01T00:00:00,,,,,,,,,,,120.27428,23.03052
2016,8,8,8,30,臺南市,永康區,大灣里,,大灣東路,,,,,,,,,保吉路口,,,,,,120.27429,23.00427
2016,8,8,7,28,臺南市,新營區,太北里,,新中路,,,,,,,,,0017路燈處路口,,,,,,120.27614,23.29798
2016,8,8,16,25,臺南市,善化區,文昌里,,中正路,,223,,,,,,,與文昌路107巷,,,,,,120.28862,23.12318
2016,8,8,7,15,臺南市,新化區,崙頂里里,,,,,,,,,,,鹽水溪橋北側路口,臺39線,1,800,北,路口,120.28903,23.01778
2016,8,8,17,14,臺南市,新化區,全興里,,,,,,,,,,,180線與南170線路口,,,,,,120.29313,23.02788
2016,8,8,15,20,臺南市,新營區,南紙里,,建業路,,,,,,,,,與南紙街口,,,,,,120.29425,23.29871
2016,8,8,7,50,臺南市,善化區,光文里,,公園路,,,,,,,,,與建國路,,,,,,120.29677,23.13295
2016,8,8,11,30,臺南市,善化區,光文里,,中山路,,,,,,,,,202號,,,,,,120.29983,23.13273
2016,8,8,7,42,臺南市,歸仁區,,,仁愛南街,,87,,,,仁愛南街,,,,,,,,,120.30053,22.96388
2016,8,8,12,1,臺南市,新營區,新北里,,民治路,,,,130,,,,,,,,,,,120.30969,23.30996
2016,8,8,9,40,臺南市,新營區,護鎮里,,中正路,,479,,26,,,,,路口,,,,,,120.3115,23.32514
2016,8,8,19,0,臺南市,新營區,民權里,,仁愛街,,,,,,,,,新營醫院前路口,,,,,,120.31304,23.30815
2016,8,8,8,42,臺南市,新化區,東榮里,,中興路,,,,,,,,,知義橋上,南168線,1,400,西,一般,120.3207,23.02911
2016,8,8,13,0,臺南市,關廟區,山西里,,文衡路,,,,,,,,,興中街路口,,,,,,120.32617,22.96227
2016,8,8,10,8,臺南市,關廟區,,,,,,,,,,,,北安一街與中正路口,,,,,,120.33797,22.96348
2016,8,8,7,10,臺南市,山上區,,,,,,,,,,,,明和里北勢洲99號旁路口,,,,,,120.33903,23.11317
2016,8,8,9,16,臺南市,大內區,內江里,,,,,,,,,,,蒙正初中幹43號電桿,,,,,,120.37134,23.10686
2016,8,8,21,0,臺南市,安南區,,,,,,,,,,,,台江大道與城北路口,,,,,,120.65248,23.95147
2016,8,8,7,50,臺南市,永康區,永康里,,永華路,,,,,,文化路,,,,,,,,,120.25808,23.01598
2016,8,8,16,46,臺南市,新營區,南興里,,建業路,,,,,,,,,建業路路燈051號西側,,,,,,12030441,2329846
2016,8,8,14,6,臺南市,仁德區,仁義里,,中山路,,,,537,,,,,,,,,,,120253238,22971546
2016,8,8,9,0,臺南市,永康區,,,龍國街,,,,399,,,,,,,,,,,120.1604,23.01.55
2016,8,9,16,5,臺南市,仁德區,仁義里,,中正路,二,,,,,仁德二街,,,,,,,,,120.25218,22.96953
2016,8,9,22,30,臺南市,安平區,,,國勝路,,35,,3,,,,,,,,,,,120.15971,23.00103
2016,8,9,10,54,臺南市,安平區,,,安北路,,,,,,古堡街,,,,,,,,,120.16093,23.00292
2016,8,9,18,28,臺南市,佳里區,建南里,,,,,,,,,,,光復路241號前機車道,,,,,,120.17473,23.16111
2016,8,9,17,8,臺南市,中西區,,,和緯路,五,,,,,,,,西賢街,,,,,,120.17667,23.00512
2016,8,9,8,0,臺南市,安平區,,,文平路,,,,,,建平十七街,,,,,,,,,120.1793,22.99751
2016,8,9,18,55,臺南市,中西區,,,和緯路,五,89,,,,,,,,,,,,,120.18421,23.00588
2016,8,9,21,24,臺南市,北區,,,中華北路,一,,,,,大興街,,,,,,,,,120.18536,23.01001
2016,8,9,19,25,臺南市,中西區,,,中華西路,二,,,675,,,,,,,,,,,120.18693,23.00174
2016,8,9,17,58,臺南市,中西區,,,文祥街,,,,,,,,,未命名道路,,,,,,120.19215,23.00383
2016,8,9,16,15,臺南市,中西區,,,金華路,,,,,,友愛街,,,,,,,,,120.19314,22.99278
2016,8,9,8,5,臺南市,北區,,,文賢路,,,,996,,,,,,,,,,,120.19383,23.01252
2016,8,9,15,20,臺南市,北區,,,文賢路,,,,,,文成路,,,,,,,,,120.19389,23.01206
2016,8,9,9,21,臺南市,中西區,,,海安路,一,,,276,,,,,,,,,,,120.19577,22.99185
2016,8,9,12,5,臺南市,北區,,,海安路,三,74,,,,,,,,,,,,,120.19962,23.00242
2016,8,9,16,20,臺南市,北區,,,臨安路,二,249,,35,,,,,,,,,,,120.20059,23.00509
2016,8,9,11,50,臺南市,北區,,,成功路,,,,236,,,,,,,,,,,120.20282,22.99919
2016,8,9,13,22,臺南市,中西區,,,南門路,,,,,,健康路,一,,,,,,,,120.2037,22.98142
2016,8,9,22,19,臺南市,中西區,,,民權路,二,,,89,,,,,,,,,,,120.20465,22.9945
2016,8,9,20,0,臺南市,中西區,,,開山路,,,,,,,,,湯德章紀念公園,,,,,,120.20544,22.99213
2016,8,9,10,45,臺南市,中西區,,,五妃街,,,,121,,,,,,,,,,,120.20578,22.98246
2016,8,9,18,30,臺南市,安南區,,,安西路,,39,,,,,,,,,,,,,120.2085,23.02993
2016,8,9,16,10,臺南市,北區,,,西門路,四,,,,,北安路,一,,,,,,,,120.21065,23.01615
2016,8,9,8,40,臺南市,東區,,,大同路,,,,,,樹林街,,,,,,,,,120.21127,22.98643
2016,8,9,11,35,臺南市,北區,,,北門路,二,,,,,公園南路,,,,,,,,,120.21264,23.00006
2016,8,9,19,5,臺南市,北區,,,公園路,,,,,,北安路,,,,,,,,,120.21303,23.01473
2016,8,9,10,0,臺南市,東區,,,大同路,二,,,,,國民路,,,,,,,,,120.21593,22.96753
2016,8,9,16,45,臺南市,東區,,,長榮路,一,,,203,,,,,,,,,,,120.21792,22.98466
2016,8,9,12,36,臺南市,安南區,,,安和路,三,190,,,,,,,口,,,,,,120.2184,23.04807
2016,8,9,14,45,臺南市,東區,,,崇德路,,,,315,,,,,,,,,,,120.22295,22.97717
2016,8,9,13,16,臺南市,永康區,,,南台街,,13,,,,,,,與大武街76巷口,,,,,,120.22318,23.0212
2016,8,9,18,6,臺南市,東區,,,衛國街,,106,,12,,,,,,,,,,,120.22353,22.98596
2016,8,9,9,25,臺南市,安定區,港口里,,,,,,,,,,,海寮高幹53右3左5右2號電桿路口,,,,,,120.22393,23.09609
2016,8,9,12,34,臺南市,東區,,,崇學路,,221,,,,崇學路,,,(崇學路215號前),,,,,,120.22412,22.98082
2016,8,9,21,0,臺南市,東區,,,東門路,,,,,,裕農路,,,,,,,,,120.22478,22.99847
2016,8,9,11,5,臺南市,北區,,,林森路,三,140,,,,,,,,,,,,,120.22495,23.00453
2016,8,9,7,35,臺南市,永康區,大橋里,,中華路,,,,,,,,,奇美陸橋上,,,,,,120.22576,23.01877
2016,8,9,13,50,臺南市,東區,,,中華東路,三,,,73,,,,,,,,,,,120.22798,22.97934
2016,8,9,15,43,臺南市,東區,,,東門路,二,365,,,,,,,與東門路二段365巷32弄,,,,,,120.22835,22.98317
2016,8,9,23,4,臺南市,仁德區,保安里,,中正路,一,,,69,,,,,,,,,,,120.2285,22.91909
2016,8,9,14,19,臺南市,東區,,,北門路,二,,,4,,,,,,,,,,,120.23135,22.99708
2016,8,9,13,10,臺南市,永康區,勝利里,,中華路,,,,249,,,,,,,,,,,120.23495,23.00616
2016,8,9,12,30,臺南市,永康區,五里,,振興路,,,,93,,,,,,,,,,,120.23537,23.0125
2016,8,9,20,52,臺南市,安定區,安定里,,,,,,69,,,,,,,,,,,120.23667,23.12127
2016,8,9,17,0,臺南市,永康區,,,中正六街,,,,89,,,,,,,,,,,120.23742,23.03728
2016,8,9,23,40,臺南市,永康區,鹽行里,,,,,,,,,,,正南五街與鹽平街口,,,,,,120.23902,23.03452
2016,8,9,16,10,臺南市,東區,,,裕孝路,,,,,,裕忠ㄧ街,,,,,,,,,120.24348,22.98125
2016,8,9,9,20,臺南市,永康區,,,大灣路,,942,641,,,,,,文化路261巷,,,,,,120.25471,23.0132
2016,8,9,13,41,臺南市,永康區,,,永大路,一,,,,,崑大路,,,,,,,,,120.25836,23.99785
2016,8,9,17,20,臺南市,善化區,胡厝里,,,,,,,,,,,西衛37-12號前,,,,,,120.25904,23.13397
2016,8,9,8,40,臺南市,永康區,,,大灣路,,,,521,,,,,,,,,,,120.26329,23.00111
2016,8,9,9,0,臺南市,永康區,王行里,,王行路,,,,,,,,,王行路254巷口,,,,,,120.27303,23.03578
2016,8,9,7,27,臺南市,歸仁區,,,,,,,,,,,,臺39線(南側)與六甲三街,,,,,,120.27368,22.95195
2016,8,9,16,4,臺南市,麻豆區,寮部里,,,,,,,,,,,176線23.5公里路口,,,,,,120.27595,23.18967
2016,8,9,15,45,臺南市,新營區,太北里,,,,,,52,,,,,,,,,,,120.27596,23.29446
2016,8,9,8,15,臺南市,新市區,新和里,,和平街,,165,,,,和平街,,,,,,,,,120.29196,23.07974
2016,8,9,18,26,臺南市,善化區,文昌里,,中正路,,,,,,,,,與中正路232巷口,臺19甲線,25,300,北,路口,120.2941,23.12534
2016,8,9,7,0,臺南市,新市區,永就里,,,,,,,,,,,中華路與南144線,臺19甲線,33,0,西,路口,120.29652,23.06004
2016,8,9,7,50,臺南市,新市區,港墘里,,興業路,,,,,,,,,8號前,,,,,,120.30075,23.07992
2016,8,9,13,42,臺南市,新營區,民榮里,,公園路,二,,,92,,,,,,,,,,,120.30097,23.30174
2016,8,9,8,22,臺南市,善化區,小新里,,陽光二路,,,,,,蓮潭北三街,,,,,,,,,120.30677,23.11837
2016,8,9,10,5,臺南市,善化區,小新里,,成功路,,349,,,,,,,33號,,,,,,120.3105,23.1266
2016,8,9,8,41,臺南市,新營區,三仙里,,金華路,一,,,,,,,,與健康路口,,,,,,120.31215,23.31828
2016,8,9,6,41,臺南市,新營區,埤寮里,,中正路,,,,267,,,,,,,,,,,120.31626,23.32028
2016,8,9,14,37,臺南市,柳營區,東昇里,,中山西路,一,,,,,,,,與成功街口,,,,,,120.31777,23.27896
2016,8,9,16,55,臺南市,新營區,埤寮里,,長榮路,一,,,,,,,,510號前,172線,21,100,西,機慢車道,120.31902,23.32003
2016,8,9,16,17,臺南市,後壁區,新東里,,,,,,,,,,,新港東147號之250前,,,,,,120.32923,23.34107
2016,8,9,11,0,臺南市,後壁區,後壁里,,,,,,,,,,,,臺1線,283,0,南,外側,120.36083,23.3655
2016,8,9,7,36,臺南市,玉井區,玉田里,,,,,,,,,,,中山路84號前,,,,,,120.46219,23.12016
2016,8,10,8,7,臺南市,關廟區,,,中正路,,907,,,,,,,與仁愛路42巷,,,,,,120.32992,22.96126
2016,8,10,16,24,臺南市,歸仁區,,,民權南路,,,,,,,,,與大順街,,,,,,120.28783,22.96515
2016,8,10,8,20,臺南市,安定區,中沙里,,,,,,中崙15,,,,,,178線,5,0,西,外側,120.12113,23.07874
2016,8,10,13,50,臺南市,安平區,,,建平十七街,,,,53,,,,,,,,,,,120.18027,22.99752
2016,8,10,8,18,臺南市,南區,,,明興路,,,,,,興南街,,北,,,,,,,120.18527,22.92513
2016,8,10,14,40,臺南市,北區,,,中華北路,,,,,,大和路,,,,,,,,,120.18875,23.01546
2016,8,10,16,50,臺南市,南區,,,建南路,,,,,,夏林路,,,,,,,,,120.19162,22.98631
2016,8,10,1,20,臺南市,中西區,,,金華路,三,,,28,,,,,,,,,,,120.19221,22.98893
2016,8,10,11,35,臺南市,南區,,,新都路,,,,,,德興路,,,,,,,,,120.19222,22.96715
2016,8,10,18,38,臺南市,北區,,,文賢路,,,,,,,,,寶雅前,,,,,,120.19354,23.01612
2016,8,10,16,50,臺南市,北區,,,文賢路,,,,,,大港街,,,,,,,,,120.19371,23.01464
2016,8,10,17,40,臺南市,北區,,,金華路,,,,,,成功路,,,,,,,,,120.19608,120.19608
2016,8,10,11,49,臺南市,中西區,,,西門路,一,,,,,南寧街,,,,,,,,,120.19779,22.98513
2016,8,10,17,40,臺南市,中西區,,,永福路,,,,,,府前路,,,,,,,,,120.19814,22.98998
2016,8,10,14,10,臺南市,北區,,,臨安路,二,,,,,康樂街,,,口,,,,,,120.19846,23.0034
2016,8,10,13,45,臺南市,北區,,,海安路,三,,,65,,,,,,,,,,,120.19937,23.00248
2016,8,10,10,10,臺南市,中西區,,,西門路,二,,,286,,,,,,,,,,,120.19977,22.99652
2016,8,10,8,22,臺南市,北區,,,海安路,三,,,,,正覺街,,,口,,,,,,120.19999,23.00646
2016,8,10,9,0,臺南市,西港區,慶安里,,,,,,,,,,,臺19線公路129.8公里處北往南向機車優先道,,,,,,120.20386,23.1104
2016,8,10,7,35,臺南市,西港區,慶安里,,,,,,,,,,,臺19線公路129.2公里處四岔路口,,,,,,120.20425,23.1141
2016,8,10,11,45,臺南市,南區,,,國民路,,619,,,,,,,對面北上車道,,,,,,120.20446,22.97466
2016,8,10,18,56,臺南市,中西區,,,南門路,,,,75,,,,,,,,,,,120.20463,22.98938
2016,8,10,17,55,臺南市,北區,,,北成路,,,,77,,,,,,,,,,,120.20949,23.01917
2016,8,10,8,35,臺南市,北區,,,公園路,,634,,,,公園路,,,,,,,,,120.20998,23.00753
2016,8,10,8,43,臺南市,安定區,新吉里,,,,,,,,,,,,臺19線,132,600,北,中線,120.21038,23.08481
2016,8,10,23,32,臺南市,中西區,,,府前路,一,,,21,,,,,,,,,,,120.21067,22.98885
2016,8,10,8,25,臺南市,北區,,,公園路,,,,,,北安路,,,,,,,,,120.21303,23.01473
2016,8,10,7,6,臺南市,安南區,,,安和路,六,,,18994,,,,,,,,,,,120.21488,23.07189
2016,8,10,16,20,臺南市,永康區,,,中正南路,,,,,,,,,台電公司旁便道,,,,,,120.2163,23.02426
2016,8,10,8,0,臺南市,北區,,,勝利路,,,,138,,,,,成大醫院大門出口處,,,,,,120.21866,23.00274
2016,8,10,11,50,臺南市,北區,,,實踐街,,85,,,,,,,,,,,,,120.21936,23.01368
2016,8,10,16,38,臺南市,東區,,,崇善路,,25,,,,,,,,,,,,,120.22089,22.9823
2016,8,10,7,10,臺南市,東區,,,東門路,二,301,,,,裕農路,,,288巷口,,,,,,120.22478,22.99847
2016,8,10,0,10,臺南市,永康區,尚頂里,,中正南路,,,,,,尚頂路,,,,,,,,,120.22652,23.03106
2016,8,10,22,30,臺南市,東區,,,中華東路,三,,,119,,,,,,,,,,,120.22716,22.97839
2016,8,10,18,10,臺南市,東區,,,崇善路,,,,,,崇善二街,,,,,,,,,120.22788,22.97699
2016,8,10,11,20,臺南市,永康區,,,中山南路,,118,,,,新興街,,,,,,,,,120.22839,23.01174
2016,8,10,19,14,臺南市,仁德區,保安里,,中正路,一,,,58,,,,,對面,,,,,,120.22867,22.91906
2016,8,10,15,35,臺南市,東區,,,東興路,,118,,,,東興路,,,,,,,,,120.22916,22.9926
2016,8,10,12,45,臺南市,東區,,,中華東路,,,,,,東門路,,,,,,,,,120.22933,22.98121
2016,8,10,8,30,臺南市,永康區,六合里,,六合路,,48,,,,,,,,,,,,,120.23089,23.00996
2016,8,10,16,34,臺南市,東區,,,東光路,二,77,,,,,,,,,,,,,120.23149,22.99685
2016,8,10,14,40,臺南市,永康區,,,中山南路,,316,,73,,,,,,,,,,,120.2348,23.01452
2016,8,10,10,15,臺南市,麻豆區,小埤里,,,,,,,,,,,,176線,18,500,西,外側,120.2352,23.18233
2016,8,10,11,35,臺南市,東區,,,富農街,一,,,160,,,,,,,,,,,120.23526,22.98118
2016,8,10,20,46,臺南市,永康區,,,復興路,,,,397,,,,,,,,,,,120.238,22.99825
2016,8,10,22,35,臺南市,永康區,鹽行里,,中正路,,,,912,,,,,,,,,,,120.23918,23.03959
2016,8,10,7,2,臺南市,永康區,,,忠孝路,,,,383,,,,,,,,,,,120.24117,23.01722
2016,8,10,19,15,臺南市,永康區,光復里,,復興路,,,,172,,,,,,,,,,,120.24459,22.9989
2016,8,10,23,0,臺南市,仁德區,新田里,,民安路,一,,,363,,,,,,,,,,,120.24672,22.95639
2016,8,10,12,34,臺南市,麻豆區,中興里,,,,,,,,,,,興國路25號前,,,,,,120.24817,23.18224
2016,8,10,18,20,臺南市,仁德區,後壁里,,中正路,,,,,,德洋路,,,,,,,,,120.2514,22.95056
2016,8,10,15,2,臺南市,麻豆區,磚井里,,,,,,,,,,,溪底高幹25電桿前,,,,,,120.25281,23.16633
2016,8,10,18,10,臺南市,永康區,,,中正北路,,,,619,,,,,,,,,,,120.25875,23.04348
2016,8,10,11,45,臺南市,永康區,南灣里,,大灣路,,764,,,,,,,,,,,,,120.26009,23.00046
2016,8,10,17,35,臺南市,永康區,王行里,,環工路,,,,,,經中路,,,,,,,,,120.26358,23.04523
2016,8,10,19,39,臺南市,永康區,,,中正北路,,,,,,王行路,,,,,,,,,120.27139,23.05371
2016,8,10,12,20,臺南市,歸仁區,,,,,,,,,,,,大武路與中正南路口(山隆加油站內),,,,,,120.27435,22.92099
2016,8,10,6,30,臺南市,新營區,南紙里,,太子路,,,,,,,,,國道1號橋下路口,,,,,,120.28337,23.29619
2016,8,10,17,10,臺南市,新化區,,,,,,,,,,,,,臺39線,1,700,南,內側,120.28892,23.01992
2016,8,10,18,0,臺南市,新市區,新市里,,復興路,,,,,,,,,106號前,臺19甲線,29,800,北,外側,120.2954,23.08281
2016,8,10,10,30,臺南市,善化區,光文里,,和平路,,,,,,公園路,,,,,,,,,120.29775,23.13306
2016,8,10,14,33,臺南市,歸仁區,許厝里,,信義南路,,,,,,公園路,,,,,,,,,120.29873,22.96479
2016,8,10,18,15,臺南市,新營區,新南里,,金華路,二,,,122,,,,,,,,,,,120.30361,23.31109
2016,8,10,16,2,臺南市,新營區,民權里,,民權路,,,,,,,,,與三民路口,,,,,,120.31246,23.30694
2016,8,10,17,17,臺南市,善化區,小新里,,,,,,,,,,,台1線與成功路口,臺1線,313,600,北,外側,120.31873,23.12723
2016,8,10,8,15,臺南市,新營區,大宏里,,三民路,,8,,,,,,,,,,,,,120.32157,23.30744
2016,8,10,1,4,臺南市,山上區,南洲里,,,,,,,,,,,山拔高幹36號電桿處,南175線,0,900,西,外側,120.35011,23.0936
2016,8,10,6,15,臺南市,東山區,三榮里,,,,,,,,,,,56號,,,,,,120.38712,23.31754
2016,8,10,17,37,臺南市,永康區,,,自強路,,,,428,,,,,,,,,,,120.39751,23.11987
2016,8,10,16,0,臺南市,玉井區,玉田里,,,,,,,,,,,民生路1號前,,,,,,120.46062,23.12445
2016,8,10,12,10,臺南市,永康區,,,永大路,三,,,,,自強路,,,,,,,,,120.72018,23.61489
2016,8,10,7,50,臺南市,後壁區,烏樹里,,,,,,,,,,,172線與本協路之路口(本協高幹#1電桿),,,,,,120.224,23.20.25
2016,8,11,11,29,臺南市,安南區,,,長和路,四,120,35,50,,,,,,,,,,,120.02542,23.65438
2016,8,11,19,20,臺南市,安南區,,,,,,,,,,,,北安路與怡安路口,,,,,,120.02545,23.05154
2016,8,11,20,53,臺南市,安南區,,,台江大道,,,,,,育英街,,,,,,,,,120.15827,23.06265
2016,8,11,13,38,臺南市,安平區,,,安北路,,,,1933-06-01T00:00:00,,,,,,,,,,,120.16678,23.00047
2016,8,11,20,40,臺南市,學甲區,秀昌里,,,,,,,,,,,下溪洲16-20號,174線,7,500,西,機,120.16722,23.24084
2016,8,11,21,52,臺南市,佳里區,安西里,,,,,,,,,,,公園路與忠孝路口,,,,,,120.1743,23.16661
2016,8,11,19,50,臺南市,中西區,,,和緯路,五,,,,,華平路,,,,,,,,,120.17577,23.00545
2016,8,11,6,50,臺南市,佳里區,忠仁里,,,,,,,,,,,新生路與中山路口,,,,,,120.17686,23.16069
2016,8,11,12,0,臺南市,南區,,,新樂路,,,,,,新信路,,,,,,,,,120.17709,22.97311
2016,8,11,11,46,臺南市,安平區,,,永華三街,,,,,,建平八街,,,,,,,,,120.18142,22.9905
2016,8,11,7,40,臺南市,南區,,,中華西路,,,,,,新孝路,,,,,,,,,120.18453,22.97804
2016,8,11,7,48,臺南市,安平區,,,府前路,二,,,,,府前四街,,,,,,,,,120.18478,22.99312
2016,8,11,10,40,臺南市,南區,,,明興路,,1285,,,,明興路,,,,,,,,,120.18481,22.92334
2016,8,11,17,25,臺南市,中西區,,,中華西路,二,550,,,,中華西路,二,,,,,,,,120.18567,23.00546
2016,8,11,20,38,臺南市,中西區,,,中華西路,,,,,,府前一街,,,,,,,,,120.18656,22.99691
2016,8,11,21,56,臺南市,中西區,,,中華西路,二,,,,,民生路,二,,,,,,,,120.18671,22.99784
2016,8,11,17,55,臺南市,安南區,,,郡安路,六,,,,,國安街,,,56巷,,,,,,120.18918,23.03151
2016,8,11,15,15,臺南市,安南區,,,安通路,五,,,486-1,,,,,,,,,,,120.19144,23.03015
2016,8,11,8,5,臺南市,北區,,,文賢路,,313,,,,,,,,,,,,,120.19364,23.00665
2016,8,11,13,0,臺南市,北區,,,文賢路,,618,,,,,,,,,,,,,120.19387,23.00915
2016,8,11,20,50,臺南市,北區,,,海安路,三,,,,,文成三路,,,,,,,,,120.20037,23.016
2016,8,11,23,54,臺南市,北區,,,臨安路,,,,,,海安路,,,,,,,,,120.20049,23.00413
2016,8,11,7,45,臺南市,西港區,慶安里,,,,,,,,,,,中山路243巷2號前西向車道,,,,,,120.20319,23.1206
2016,8,11,8,10,臺南市,中西區,,,成功路,,,,,,忠義路,,南,,,,,,,120.20428,22.99827
2016,8,11,10,10,臺南市,北區,,,裕民街,,34,,22,,,,,,,,,,,120.20434,22.99915
2016,8,11,14,45,臺南市,中西區,,,南門路,,,,1,,,,,,,,,,,120.20503,22.99217
2016,8,11,23,8,臺南市,北區,,,育德路,,,,,,和緯路,二,,,,,,,,120.20643,23.01222
2016,8,11,14,46,臺南市,中西區,,,中山路,,,,150,,,,,,,,,,,120.20945,22.99534
2016,8,11,9,51,臺南市,北區,,,公園北路,,,,145,,,,,003號停車格,,,,,,120.21003,23.00466
2016,8,11,10,57,臺南市,北區,,,西門路,四,,,,,北安路,一,,,,,,,,120.21065,23.01615
2016,8,11,7,45,臺南市,西港區,八份里,,,,,,,,,,,173線7.9公里,,,,,,120.2112,23.12874
2016,8,11,22,15,臺南市,東區,,,府連路,,,,,,,,,府連路地下道,,,,,,120.21409,22.98544
2016,8,11,12,15,臺南市,南區,,,中華南路,,,,,,大同路,,,,,,,,,120.21476,22.97241
2016,8,11,20,6,臺南市,仁德區,仁愛里,,大同路,三,490,,,,,,,,,,,,,120.21784,22.95241
2016,8,11,15,56,臺南市,北區,,,開元路,,,,132,,,,,,,,,,,120.21913,23.00682
2016,8,11,8,0,臺南市,西港區,慶安里,,,,,,,,,,,中山路421號旁南向外側車道,,,,,,120.22229,23.12639
2016,8,11,21,5,臺南市,東區,,,崇學路,,,,121,,,,,,,,,,,120.22237,22.97894
2016,8,11,17,30,臺南市,永康區,尚頂里,,中正南路,,,,282,,,,,,,,,,,120.22352,23.02936
2016,8,11,1,20,臺南市,東區,,,林森路,二,,,,,,,,後甲國中前,,,,,,120.22408,22.99479
2016,8,11,20,30,臺南市,北區,,,林森路,三,,,,,開南街,,,,,,,,,120.22451,23.00641
2016,8,11,9,30,臺南市,東區,,,東門路,二,,,229,,,,,,,,,,,120.22478,22.99847
2016,8,11,12,17,臺南市,東區,,,大學路,,,,,,長榮路,,,,,,,,,120.22478,22.99847
2016,8,11,17,26,臺南市,東區,,,勝利路,,,,11,,,,,,,,,,,120.22478,22.99847
2016,8,11,17,15,臺南市,永康區,,,大橋一街,,181,,,,大橋一街,,,,,,,,,120.23071,23.01872
2016,8,11,18,40,臺南市,東區,,,中華東路,二,295,,,,,,,243巷12弄口,,,,,,120.23114,22.98226
2016,8,11,7,20,臺南市,永康區,,,勝利街,,1,,41,,,,,,,,,,,120.23213,23.0037
2016,8,11,8,10,臺南市,麻豆區,小埤里,,,,,,,,,,,苓子林20之1號前,176線,18,300,東,慢,120.23295,23.18098
2016,8,11,8,15,臺南市,永康區,六合里,,中華路,,413,,,,,,,,,,,,,120.23298,23.00982
2016,8,11,8,30,臺南市,安定區,港口里,,,,,,240,,,,,,,,,,,120.23501,23.09025
2016,8,11,3,30,臺南市,麻豆區,磚井里,,,,,,141,,,,,,,,,,,120.2462,23.17313
2016,8,11,12,40,臺南市,永康區,東橋里,,中山南路,,471,,,,,,,,,,,,,120.24859,23.02171
2016,8,11,14,30,臺南市,永康區,,,中山路,,,,,,龍埔街,,,,,,,,,120.25311,23.03365
2016,8,11,14,31,臺南市,永康區,,,永平街,,,,77,,,,,,,,,,,120.25384,23.02343
2016,8,11,16,55,臺南市,永康區,,,大灣路,,,,984,,,,,,,,,,,120.25386,22.99989
2016,8,11,8,7,臺南市,新市區,大洲里,,,,,,,,,,,東側防汛道路,,,,,,120.25693,23.07102
2016,8,11,11,5,臺南市,永康區,,,永華路,,307,,,,,,,,,,,,,120.25784,23.01561
2016,8,11,7,55,臺南市,麻豆區,南勢里,,,,,,,,,,,關帝廟23之31號前,,,,,,120.25789,23.19196
2016,8,11,12,20,臺南市,永康區,,,永大路,三,,,,,中山北路,,,,,,,,,120.26068,23.0274
2016,8,11,4,40,臺南市,永康區,,,永大路,二,,,,,文賢街,,,,,,,,,120.26357,23.01243
2016,8,11,14,25,臺南市,永康區,北灣里,,大同街,,,,,,,,,信義二街口,,,,,,120.26628,23.01121
2016,8,11,8,13,臺南市,永康區,,,大灣路,,,,,,民族路,,,,,,,,,120.26781,23.00724
