年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道,段,側,附近,道路,公里,公尺處,向,車道,GPS座標X,GPS座標
2016,8,4,1,15,臺南市,永康區,鹽洲里,,鹽行路,,,,60,,,,,,,,,,,120.23494,23.0428
2016,8,4,18,10,臺南市,永康區,,,永安路,,,,,,,,,永安橋(南下),,,,,,120.23709,23.05152
2016,8,4,19,50,臺南市,東區,,,仁和路,,199,,,,,,,德昌路,,,,,,120.23766,22.96724
2016,8,4,11,57,臺南市,永康區,,,華興街,,,,,,,,,復興國小前,,,,,,120.23949,23.0008
2016,8,4,17,50,臺南市,麻豆區,油車里,,自由路,,,,,,新興街,,,,,,,,,120.24334,23.18807
2016,8,4,16,52,臺南市,麻豆區,南勢里,,,,,,,,,,,關帝廟16-3號前,,,,,,120.24585,23.19089
2016,8,4,8,0,臺南市,永康區,,,永二街,,245,26,,,,,,,,,,,,120.24967,23.01402
2016,8,4,4,20,臺南市,仁德區,後壁里,,中正路,二,,,223之4,,,,,,,,,,,120.25132,22.94994
2016,8,4,13,49,臺南市,永康區,,,中山南路,,,,,,正強街,,,,,,,,,120.25267,23.02376
2016,8,4,7,31,臺南市,仁德區,一甲里,,中正路,三,,,,,忠義路,,,,,,,,,120.25401,22.97666
2016,8,4,16,8,臺南市,永康區,網寮里,,永華路,,,,,,,,,與文化路口,,,,,,120.25809,23.01596
2016,8,4,20,45,臺南市,永康區,,,永華路,,,,,,永平街,,,,,,,,,120.25868,23.02207
2016,8,4,18,10,臺南市,仁德區,仁義里,,仁義路,,,,,,義林三街,,,,,,,,,120.25907,22.96866
2016,8,4,17,35,臺南市,永康區,,,王行路,,,,,,,,,永科北路,,,,,,120.27281,23.04469
2016,8,4,16,59,臺南市,新營區,太南里,,,,,,,,,,,太子宮199號前三叉路口,,,,,,120.27721,23.29438
2016,8,4,18,25,臺南市,新市區,社內里,,新港社大道,,,,,,,,,與國8匝道路口,,,,,,120.28006,23.06761
2016,8,4,5,45,臺南市,官田區,渡頭里,,,,,,,,,,,,臺86線,24,500,東,外側,120.28267,23.18819
2016,8,4,18,5,臺南市,新市區,社內里,,,,,,75-50,,,,,,,,,,,120.28469,23.08197
2016,8,4,19,40,臺南市,新市區,港墘里,,華美街,,13,,,,,,,與華美街7巷路口,,,,,,120.29795,23.07553
2016,8,4,14,0,臺南市,新營區,新北里,,金華路,,,,,,民生路,,,,,,,,,120.30566,23.31287
2016,8,4,5,55,臺南市,新營區,新北里,,長榮路,二,,,,,,,,與三興街口,,,,,,120.30873,23.31945
2016,8,4,19,5,臺南市,新營區,忠政里,,中正路,,107,,,,,,,,,,,,,120.3163,23.31819
2016,8,4,7,38,臺南市,山上區,明和里,,,,,,,,,,,北勢洲92號(南140-1)線,,,,,,120.33612,23.11122
2016,8,4,17,4,臺南市,大內區,石城里,,,,,,122-41,,,,,,,,,,,120.35594,23.11875
2016,8,4,15,34,臺南市,後壁區,後壁里,,,,,,,,,,,白後高幹87右8A1號桿前,,,,,,120.37579,23.35896
2016,8,4,10,47,臺南市,白河區,河東里,,,,,,,,,,,8-1號前,,,,,,120.43551,23.34261
2016,8,4,13,54,臺南市,白河區,汴頭里,,,,,,,,,,,洪溪州3號之1前,,,,,,120.44499,23.35883
2016,8,4,13,25,臺南市,東區,,,崇明十四街,,,,,,,,,崇德路508巷,,,,,,120.45123,22.56413
2016,8,4,10,40,臺南市,南化區,小崙里,,,,,,,,,,,台3線與台20乙線路口,,,,,,120.48328,23.04667
2016,8,4,19,58,臺南市,東區,,,仁和路,,,,,,,,,崇善東路,,,,,,120.56562,22.98456
2016,8,5,19,5,臺南市,新市區,新和里,,,,,,,,,,,民生路與富安路口,,,,,,122.29536,23.07965
2016,8,5,11,10,臺南市,七股區,十份里,,,,,,93,,,,,,,,,,,120.08798,23.08863
2016,8,5,7,20,臺南市,七股區,大埕里,,,,,,,,,,,176線7.5公里,,,,,,120.14119,23.1428
2016,8,5,16,48,臺南市,佳里區,安西里,,,,,,,,,,,安西路23巷1弄40號前,,,,,,120.1706,23.15986
2016,8,5,15,23,臺南市,安平區,,,安平路,,550,45,,,,,,,,,,,,120.17126,23.00016
2016,8,5,17,52,臺南市,安平區,,,府平路,,,,,,華平路,,,,,,,,,120.17433,22.98648
2016,8,5,9,0,臺南市,佳里區,東寧里,,,,,,,,,,,中山路與進學路路口,,,,,,120.17705,23.16404
2016,8,5,8,33,臺南市,佳里區,六安里,,,,,,,,,,,延平路與佳北路路口,,,,,,120.17938,23.17068
2016,8,5,22,55,臺南市,南區,,,中華西路,一,,,63,,,,,,,,,,,120.18369,22.97244
2016,8,5,15,0,臺南市,南區,,,中華西路,一,,,214,,,,,,,,,,,120.18529,22.97991
2016,8,5,10,40,臺南市,北區,,,中華北路,一,,,,,和緯路,五,,,,,,,,120.18615,23.00687
2016,8,5,12,15,臺南市,中西區,,,府前路,,,,,,府前一街,,,,,,,,,120.1864,22.99236
2016,8,5,7,40,臺南市,學甲區,新榮里,,寶發路,,,,,,中華路,,,,,,,,,120.18868,23.22632
2016,8,5,13,10,臺南市,七股區,中寮里,,,,,,,,,,,176線公路與173甲線公路路口,,,,,,120.18967,23.15254
2016,8,5,18,30,臺南市,南區,,,金華路,二,399,12,,,美南街,,,,,,,,,120.19141,22.98722
2016,8,5,18,10,臺南市,中西區,,,忠孝街,,93,,,,金華路,四,,,,,,,,120.19589,23.00101
2016,8,5,7,50,臺南市,西港區,慶安里,,,,,,,,,,,南34線公路7.4公里處四岔路口,,,,,,120.19633,23.12472
2016,8,5,18,30,臺南市,南區,,,健康路,二,,,,,國華街,,,,,,,,,120.19649,22.9815
2016,8,5,16,9,臺南市,安南區,,,安富街,,199,,,,,,,,,,,,,120.19698,23.02681
2016,8,5,13,16,臺南市,中西區,,,民族路,三,,,66,,,,,,,,,,,120.19815,22.99807
2016,8,5,20,20,臺南市,南區,,,新都路,,,,,,,,,新都高幹34,,,,,,120.19898,22.96784
2016,8,5,14,20,臺南市,中西區,,,民權路,,,,,,永福路,,,,,,,,,120.19957,22.99542
2016,8,5,15,18,臺南市,中西區,,,中正路,,,,,,永福路,,,,,,,,,120.20092,22.99225
2016,8,5,18,35,臺南市,中西區,,,成功路,,,,,,西門路,,,,,,,,,120.20118,22.99962
2016,8,5,13,58,臺南市,北區,,,成功路,,,,196,,,,,,,,,,,120.20367,22.99892
2016,8,5,6,33,臺南市,北區,,,成功路,,,,,,忠義路,三,,,,,,,,120.20496,22.99847
2016,8,5,15,55,臺南市,中西區,,,民權路,,,,,,青年路,,,,,,,,,120.20551,22.99212
2016,8,5,20,4,臺南市,中西區,,,公園路,,,,,,民族路,,,,,,,,,120.20574,22.99573
2016,8,5,16,52,臺南市,南區,,,國民路,,,,268,,,,北,,,,,,,120.20846,22.97059
2016,8,5,5,6,臺南市,中西區,,,健康路,,,,,,府連路,,,,,,,,,120.20963,22.98139
2016,8,5,14,30,臺南市,北區,,,公園路,,,,591,,,,,,,,,,,120.20997,23.00715
2016,8,5,15,45,臺南市,中西區,,,健康路,一,,,,,大同路,一,,,,,,,,120.21197,22.98135
2016,8,5,7,5,臺南市,東區,,,府連路,,,,,,,,,府連地下道東側,,,,,,120.21421,22.98543
2016,8,5,15,19,臺南市,北區,,,北門路,,,,,,和緯路,,,,,,,,,120.21559,23.00884
2016,8,5,19,45,臺南市,永康區,甲頂里,,中華路,,,,,,中央路,,,,,,,,,120.21589,23.02332
2016,8,5,19,20,臺南市,西港區,後營里,,,,,,,,,,,173線與南45線路口,,,,,,120.21662,23.13876
2016,8,5,17,35,臺南市,北區,,,長榮路,四,76,,,,,,,,,,,,,120.22348,23.00513
2016,8,5,14,30,臺南市,東區,,,裕農路,,19,,,,裕農路,,,,,,,,,120.22478,22.99847
2016,8,5,18,5,臺南市,東區,,,東寧路,,,,,,裕豐街,,,,,,,,,120.22781,22.9901
2016,8,5,14,0,臺南市,東區,,,東興路,,,,,,東平路,,,,,,,,,120.22973,22.99535
2016,8,5,9,43,臺南市,永康區,東橋里,,東橋一路,,,,266,,,,,,,,,,,120.2331,23.01942
2016,8,5,17,13,臺南市,永康區,,,東橋三路,,,,,,東橋十街,,,,,,,,,120.23335,23.02261
2016,8,5,17,50,臺南市,永康區,,,中華二路,,,,,,中山東路,,,,,,,,,120.238,23.00853
2016,8,5,15,40,臺南市,永康區,五王里,,中華二路,,,,,,成功路,,,,,,,,,120.23869,23.00853
2016,8,5,11,29,臺南市,永康區,鹽行里,,中正北路,,71,,,,,,,與三村一街口,,,,,,120.23965,23.04294
2016,8,5,8,35,臺南市,永康區,,,忠孝路,,,,250,,,,,,,,,,,120.24057,23.01294
2016,8,5,17,0,臺南市,仁德區,,,中正路,一,,,,,崑崙路,,,,,,,,,120.2447,22.92915
2016,8,5,15,50,臺南市,永康區,鹽行里,,中正北路,,317,12,78,,,,,,,,,,,120.24644,23.04329
2016,8,5,15,26,臺南市,永康區,,,復國二路,,346,,,,,,,高速公路便道,,,,,,120.25008,23.01551
2016,8,5,5,46,臺南市,鹽水區,下林里,,,,,,,,,,,下竹高幹99左14號前路口,,,,,,120.25054,23.26435
2016,8,5,19,10,臺南市,永康區,網寮里,,永二街,,246,26,,,,,,中山高北上便道,,,,,,120.25061,23.01533
2016,8,5,19,55,臺南市,永康區,,,中山南路,,471,,,,正強街,,,,,,,,,120.25225,23.0246
2016,8,5,17,35,臺南市,永康區,永康里,,永大一路,,,,152,,,,,,,,,,,120.25521,23.01724
2016,8,5,19,55,臺南市,仁德區,成功里,,保生東路,,,,,,文華路,二,,,,,,,,120.25907,22.96866
2016,8,5,14,50,臺南市,永康區,,,大同街,,,,423,,,,,,,,,,,120.26306,23.01999
2016,8,5,6,40,臺南市,永康區,北灣里,,永大路,二,,,,,北興路,,,,,,,,,120.2639,23.01404
2016,8,5,7,45,臺南市,永康區,龍潭里,,中山北路,,,,,,,,,與龍潭街口,,,,,,120.26533,23.02893
2016,8,5,15,27,臺南市,永康區,,,自強路,,,,,,興工路,,,,,,,,,120.27385,23.0448
2016,8,5,8,52,臺南市,善化區,什乃里,,,,,,124,,,,,,,,,,,120.28565,23.14018
2016,8,5,8,43,臺南市,新市區,新和里,,仁愛街,,,,,,中華路,,,,臺1線,321,400,南,中線,120.29081,23.06769
2016,8,5,6,53,臺南市,善化區,文昌里,,中正路,,223,,,,中正路,,,,臺19甲線,25,400,北,外側,120.29414,23.12413
2016,8,5,7,23,臺南市,善化區,東關里,,中正路,,,,,,,,,與中正路691巷口,,,,,,120.29436,23.13899
2016,8,5,23,20,臺南市,新市區,新和里,,忠孝街,,180,,,,,,,與永福街16巷路口,,,,,,120.29529,23.0751
2016,8,5,9,22,臺南市,柳營區,光福里,,建業路,,380,,,,建業路,,,,,,,,,120.31755,23.28649
2016,8,5,13,25,臺南市,新營區,中營里,,中山路,,,,126,,,,,,,,,,,120.31799,23.305
2016,8,5,23,30,臺南市,新營區,中營里,,東山路,,,,,,,,,與東山三路口,,,,,,120.33204,23.30947
2016,8,5,0,47,臺南市,左鎮區,睦光里,,,,,,,,,,,左鎮消防隊旁,臺20線,27,800,東,路外,120.42134,23.06291
2016,8,5,10,59,臺南市,安南區,,,大安街,,68,,6,,,,,,,,,,,120.82643,23.05142
2016,8,6,17,0,臺南市,北門區,中樞里,,,,,,1940-02-01T00:00:00,,,,,,,,,,,120.1295,23.24122
2016,8,6,9,40,臺南市,七股區,,,,,,,,,,,,七股3之16號,,,,,,120.13325,23.13291
2016,8,6,14,30,臺南市,西港區,劉厝里,,,,,,44,,,,,,,,,,,120.17476,23.130.8
2016,8,6,17,30,臺南市,安平區,,,華平路,,,,,,建平十七街,,西,146號停車格位前,,,,,,120.17542,22.99727
2016,8,6,19,7,臺南市,學甲區,仁得里,,民權路,,,,,,信義路,,,,,,,,,120.17729,23.232.24
2016,8,6,17,40,臺南市,南區,,,濱南路,,,,,,,,,喜明街(南側),,,,,,120.17906,22.9517
2016,8,6,7,50,臺南市,南區,,,中華西路,一,,,,,新和路,,東,,,,,,,120.18376,22.96739
2016,8,6,19,30,臺南市,南區,,,中華西路,一,,,160,,,,,,,,,,,120.18488,22.97889
2016,8,6,19,28,臺南市,中西區,,,中華西路,二,,,,,和緯路,五,,,,,,,,120.18632,23.00673
2016,8,6,12,10,臺南市,中西區,,,中華西路,二,12,,,,,,,,,,,,,120.18684,22.98769
2016,8,6,11,30,臺南市,南區,,,明興路,,1181,,,,萬年五街,,,,,,,,,120.18828,22.92631
2016,8,6,17,15,臺南市,中西區,,,金華路,,,,,,友愛街,,,,,,,,,120.19311,22.99279
2016,8,6,8,40,臺南市,中西區,,,府前路,,,,,,大智街,,,,,,,,,120.19337,22.99138
2016,8,6,21,17,臺南市,北區,,,文賢路,,,,,,大興街,,西,,,,,,,120.19378,23.01205
2016,8,6,19,20,臺南市,北區,,,金華路,五,,,,,臨安路,二,,,,,,,,120.19652,23.00258
2016,8,6,8,10,臺南市,北區,,,海安路,三,,,,,北成路,,,,,,,,,120.19987,23.01854
2016,8,6,19,45,臺南市,北區,,,民德路,,,,96,,,,,對面,,,,,,120.20052,23.00667
2016,8,6,11,12,臺南市,中西區,,,中正路,,,,64,,,,,,,,,,,120.20144,22.99217
2016,8,6,12,40,臺南市,中西區,,,府前路,,,,,,忠義路,,東,,,,,,,120.20238,22.98952
2016,8,6,8,21,臺南市,中西區,,,忠義路,二,,,115,,,,,,,,,,,120.20328,22.99423
2016,8,6,15,11,臺南市,安定區,新吉里,,國8側車道,,,,,,,,,與台19線右轉引道路口,,,,,,120.20991,23.08939
2016,8,6,8,50,臺南市,安定區,海寮里,,,,,,,,,,,台19線與國8西向側道口,,,,,,120.21013,23.08993
2016,8,6,17,3,臺南市,安定區,新吉里,,,,,,1963-04-01T00:00:00,,,,,,臺19線,132,600,北,機車優先,120.21051,23.08512
2016,8,6,5,55,臺南市,北區,,,公園路,,,,,,公園北路,,,,,,,,,120.2107,23.00458
2016,8,6,22,3,臺南市,安定區,海寮里,,,,,,152-1,,,,,,,,,,,120.21121,23.09933
2016,8,6,6,15,臺南市,南區,,,大同路,二,430,,,,大同路,,,,,,,,,120.21441,22.97408
2016,8,6,20,35,臺南市,北區,,,公園路,,,,1002,,,,,,,,,,,120.21543,23.01749
2016,8,6,17,0,臺南市,永康區,甲頂里,,中華路,,,,,,中央路,,,,,,,,,120.21591,23.02333
2016,8,6,20,57,臺南市,北區,,,公園路,,1092,,,,公園路,,,,,,,,,120.21593,23.01907
2016,8,6,17,20,臺南市,永康區,甲頂里,,中正南路,,,,112,,,,,,,,,,,120.21626,23.02186
2016,8,6,7,20,臺南市,北區,,,開元路,,,,,,前鋒路,,,,,,,,,120.21661,23.00606
2016,8,6,16,32,臺南市,西港區,後營里,,,,,,,,,,,南47線3.5公里處,,,,,,120.21716,23.1445
2016,8,6,19,50,臺南市,北區,,,勝利路,,276,,,,,,,,,,,,,120.21877,23.00585
2016,8,6,9,37,臺南市,安定區,六嘉里,,,,,,1932-01-01T00:00:00,,,,,,178線,6,0,西,外側,120.2205,23.08101
2016,8,6,19,30,臺南市,東區,,,長榮路,三,,,72,,,,,,,,,,,120.22197,22.99387
2016,8,6,19,10,臺南市,永康區,,,中華路,,912,59,,,中華路,,,912巷,,,,,,120.22414,23.02158
2016,8,6,18,10,臺南市,東區,,,東寧路,,83,,,,,,,,,,,,,120.22475,22.99108
2016,8,6,12,30,臺南市,東區,,,東門路,,,,,,仁和路,,,,,,,,,120.22949,22.98095
2016,8,6,16,15,臺南市,東區,,,生產路,,550,,,,生產路,,,,,,,,,120.23074,22.96561
2016,8,6,17,20,臺南市,東區,,,崇善十二街,,,,,,崇善路,,,,,,,,,120.23103,22.96902
2016,8,6,20,10,臺南市,東區,,,東光路,一,,,,,東平路,,,,,,,,,120.23155,22.99502
2016,8,6,17,48,臺南市,東區,,,崇善路,,,,1105,,,,,,,,,,,120.23494,22.96379
2016,8,6,12,5,臺南市,東區,,,自由路,二,,,262,,,,,,,,,,,120.23748,22.97547
2016,8,6,21,30,臺南市,永康區,中興里,,中山東路,,350,,,,,,,,,,,,,120.23764,23.00784
2016,8,6,17,35,臺南市,東區,,,裕信路,,,,,,裕誠路,,,,,,,,,120.24505,22.98953
2016,8,6,16,38,臺南市,仁德區,太子里,,,,,,,,,,,太子路與太子路高速公路便道口,,,,,,120.24906,22.99074
2016,8,6,19,0,臺南市,仁德區,,,上崙街,,,,8,,,,,,,,,,,120.25673,22.94265
2016,8,6,11,22,臺南市,麻豆區,東角里,,興中路,,,,236,,,,,,,,,,,120.25794,23.18372
2016,8,6,11,30,臺南市,永康區,,,永大路,三,,,7,,,,,,,,,,,120.26051,23.02771
2016,8,6,18,40,臺南市,永康區,新樹里,,中山北路,,,,,,,,,與王行路口,,,,,,120.27404,23.03002
2016,8,6,10,41,臺南市,歸仁區,,,,,,,,,,,,臺39線機慢車道11.0K處附近(往北),,,,,,120.27926,22.93949
2016,8,6,8,35,臺南市,永康區,王行里,,中山北路,,,,,,王行東路,,,,,,,,,120.28503,23.03339
2016,8,6,15,30,臺南市,歸仁區,,,保大路,二,,,140,,,,,,,,,,,120.28801,22.99709
2016,8,6,17,40,臺南市,新市區,新和里,,中華路,,,,,,,,,與中山路口,臺1線,321,700,北,內側,120.29073,23.0676
2016,8,6,15,25,臺南市,歸仁區,,,中正南路,一,,,,,大順街,,,,,,,,,120.29319,22.96427
2016,8,6,10,40,臺南市,新市區,永就里,,中華路,,,,,,,,,180-5號前路口,臺19甲線,32,600,南,內側,120.29533,23.06274
2016,8,6,8,6,臺南市,新化區,清水里,,忠孝路,,,,,,民權街,,,臺20線11.9K西往東方向,,,,,,120.30248,23.03796
2016,8,6,12,53,臺南市,新營區,三仙里,,三興街,,144,,,,三興街,,,,,,,,,120.31001,23.31466
2016,8,6,14,0,臺南市,新化區,知義里,,復興路,,,,,,,,,與未命名道路,,,,,,120.31065,23.02669
2016,8,6,13,45,臺南市,新營區,大宏里,,同濟街,,,,118,,,,,旁路口,,,,,,120.32012,23.30802
2016,8,6,8,30,臺南市,白河區,白河里,,,,,,,,,,,新起街183號前,,,,,,120.41491,23.34663
2016,8,6,8,42,臺南市,玉井區,豐里里,,,,,,,,,,,臺84線西向39.88公里處,,,,,,120.44605,23.12837
2016,8,7,6,30,臺南市,仁德區,仁義里,,中山路,,,,,,,,,與中清路口,,,,,,102.25426,22.97139
2016,8,7,9,25,臺南市,將軍區,鯤鯓里,,,,,,,,,,,南26線與南25-1線路口,,,,,,120.0929,23.1915
2016,8,7,18,5,臺南市,佳里區,安西里,,,,,,,,,,,安西路與光明街路口,,,,,,120.1715,23.16606
2016,8,7,12,5,臺南市,安平區,,,怡平路,,,,,,永華八街,,,,,,,,,120.1726,22.99405
2016,8,7,4,15,臺南市,南區,,,明興路,,,,,,,,,灣裡高幹65號前,,,,,,120.18231,22.94333
2016,8,7,5,10,臺南市,南區,,,新興路,,481,,2,,新興路,,,,,,,,,120.18864,"22.974709,"
2016,8,7,16,0,臺南市,中西區,,,西和路,,,,,,和真街,,,,,,,,,120.18926,23.00074
2016,8,7,6,45,臺南市,南區,,,明興路,,1181,,182-5,,,,,,,,,,,120.1909,22.92392
2016,8,7,16,10,臺南市,中西區,,,大新街,,22,,,,,,,,,,,,,120.19174,22.99855
2016,8,7,15,45,臺南市,中西區,,,金華路,三,,,251,,,,,,,,,,,120.19375,22.99546
2016,8,7,12,47,臺南市,中西區,,,臨安路,,,,,,和真街,,,,,,,,,120.19724,22.99926
2016,8,7,19,29,臺南市,中西區,,,樹林街,二,,,,,,,,新光三越出入口,,,,,,120.19812,22.98638
2016,8,7,8,50,臺南市,南區,,,新都路,,,,,,,,,新都高幹50-1號電桿北側,,,,,,120.20232,22.97216
2016,8,7,12,5,臺南市,北區,,,長北街,,21,,,,長北街,,,,,,,,,120.20369,22.99985
2016,8,7,12,55,臺南市,中西區,,,忠義路,二,,,237,,,,,,,,,,,120.2048,22.99815
2016,8,7,14,31,臺南市,佳里區,,,,,,,,,,,,子良廟50之3號,,,,,,120.20509,23.17465
2016,8,7,13,15,臺南市,中西區,,,府連路,,,,99,,,,,,,,,,,120.21006,22.9831
2016,8,7,18,45,臺南市,北區,,,公園南路,,,,,,,,,公園國小旁,,,,,,120.21006,23.00063
2016,8,7,12,10,臺南市,安南區,,,安和路,,,,,,安中路,,,,,,,,,120.21225,23.03332
2016,8,7,9,35,臺南市,北區,,,長榮路,五,,,381,,,,,,,,,,,120.21501,23.01307
2016,8,7,9,40,臺南市,永康區,甲頂里,,中正南路,,,,,,中華路,,,,,,,,,120.21817,23.02358
2016,8,7,17,0,臺南市,東區,,,林森路,一,,,,,,,,監理站前,,,,,,120.21819,22.98286
2016,8,7,8,20,臺南市,北區,,,東豐路,,227,,,,,,,口,,,,,,120.22066,23.00283
2016,8,7,20,20,臺南市,東區,,,崇善路,,,,,,,,,崇學國小側門,,,,,,120.22364,22.98023
2016,8,7,0,15,臺南市,東區,,,裕信路,,,,,,裕文路,,,,,,,,,120.22478,22.99847
2016,8,7,13,50,臺南市,東區,,,德光街,,,,,,富德街,,,,,,,,,120.2251,22.98397
2016,8,7,8,50,臺南市,東區,,,裕農路,,668,75,,,,,,,,,,,,120.23722,22.98354
2016,8,7,9,4,臺南市,麻豆區,油車里,,中山路,,,,177之2,,,,,,,,,,,120.24224,23.18456
2016,8,7,15,45,臺南市,仁德區,,,中山路,,,,,,,,,與仁德交流道南下出口處,,,,,,120.24958,22.9722
2016,8,7,17,19,臺南市,麻豆區,保安里,,興中路,,,,,,民族路,,,,,,,,,120.24972,23.18368
2016,8,7,12,47,臺南市,仁德區,,,仁義三街,,34,,,,仁義三街,,,,,,,,,120.25292,22.96942
2016,8,7,12,35,臺南市,永康區,,,永大路,一,,,,,,,,與南興路3巷口,,,,,,120.25669,22.99369
2016,8,7,18,40,臺南市,永康區,永康里,,永華路,,,,,,永和街,,,,,,,,,120.25736,23.01832
2016,8,7,17,45,臺南市,永康區,永康里,,中山北路,,,,,,永明街,,,,,,,,,120.25865,23.02625
2016,8,7,12,27,臺南市,下營區,仁里里,,仁興街,,,,21,,,,,,,,,,,120.2591,23.23156
2016,8,7,8,20,臺南市,下營區,仁里里,,,,,,,,,,,友愛街與公園路口,,,,,,120.25948,23.23333
2016,8,7,7,10,臺南市,仁德區,仁義里,,中山路,,,,,,義林一街,,,,,,,,,120.26181,22.97043
2016,8,7,21,14,臺南市,永康區,龍潭里,,龍埔街,,,,,,,,,與龍潭街口,,,,,,120.26709,23.03349
2016,8,7,13,21,臺南市,善化區,溪美里,,,,,,656,,,,,善化國中,臺19甲線,22,300,南,機慢車道,120.2881,23.14692
2016,8,7,5,20,臺南市,新市區,三舍里,,,,,,164-8,,,,,,南137線,400,100,南,路肩,120.29427,23.0912
2016,8,7,20,45,臺南市,新市區,新市里,,,,,,,,,,,民族路鐵路平交道西側,,,,,,120.29697,23.07996
2016,8,7,8,57,臺南市,新市區,港墘里,,中山路,,,,,,光華街,,,,臺1線,320,500,北,機慢車道,120.29825,23.07215
2016,8,7,22,40,臺南市,善化區,東隆里,,中正路,,,,,,建業路,,,,,,,,,120.29845,23.14782
2016,8,7,8,51,臺南市,新營區,新南里,,長榮路,二,,,907,,,,,旁路口,,,,,,120.29885,23.31261
2016,8,7,11,50,臺南市,善化區,光文里,,中山路,,,,,,,,,38號前,,,,,,120.30562,23.13342
2016,8,7,10,40,臺南市,新營區,三仙里,,復興路,,,,4,,,,,,,,,,,120.31331,23.30264
2016,8,7,16,0,臺南市,善化區,小新里,,成功路,,85,,,,,,,與成功路169巷口,,,,,,120.31385,23.12705
2016,8,7,17,4,臺南市,新營區,忠政里,,中正路,,35,,,,,,,與37巷口,,,,,,120.31476,23.31276
2016,8,7,15,20,臺南市,善化區,小新里,,成功路,,,,2016-02-12T00:00:00,,,,,,178線,20,900,西,機車優先,120.3243,23.12572
2016,8,7,10,54,臺南市,後壁區,後部里,,,,,,,,,,,南84線高速公路高架橋上,,,,,,120.35523,23.38223
2016,8,7,20,55,臺南市,安南區,,,,,,,,,,,,同安路與大安街口,,,,,,120.58493,23.52178
2016,8,8,1,0,臺南市,安平區,,,安港路,,,,,,世平一街,,,,,,,,,120.14657,22.99195
2016,8,8,14,20,臺南市,安平區,,,永華四街,,,,,,建平五街,,,口,,,,,,120.16298,22.99993
2016,8,8,7,30,臺南市,中西區,,,民權路,四,,,,,,,,安北路16巷,,,,,,120.16656,23.00145
2016,8,8,17,0,臺南市,安平區,,,永華八街,,,,,,育平九街,,,,,,,,,120.17279,22.99514
2016,8,8,14,15,臺南市,佳里區,鎮山里,,,,,,,,,,,佳南路75號前,,,,,,120.18282,23.15015
2016,8,8,16,39,臺南市,中西區,,,和緯路,五,59,,,,中華西路,二,,851巷,,,,,,120.18508,23.00557
2016,8,8,9,7,臺南市,中西區,,,中華西路,二,851,,,,,,,,,,,,,120.1862,23.00608
2016,8,8,23,45,臺南市,中西區,,,中華西路,二,580,,,,中華西路,二,,,,,,,,120.18704,23.00274
2016,8,8,21,35,臺南市,中西區,,,中華西路,二,28,,,,,,南,,,,,,,120.18706,22.98952
2016,8,8,8,25,臺南市,南區,,,金華路,二,51,,,,,,,,,,,,,120.18754,22.97825
2016,8,8,16,20,臺南市,南區,,,新都路,,,,550,,,,,,,,,,,120.18927,22.96729
2016,8,8,8,7,臺南市,中西區,,,和善街,,98,,,,和善街,,,,,,,,,120.18984,23.00247
2016,8,8,12,15,臺南市,北區,,,中華北路,二,,,110,,,,,,,,,,,120.19853,23.02001
2016,8,8,10,17,臺南市,中西區,,,民生路,一,,,96,,,,,,,,,,,120.19954,22.99384
2016,8,8,23,29,臺南市,北區,,,海安路,三,,,,,民德路,,,,,,,,,120.20001,23.00644
2016,8,8,0,25,臺南市,中西區,,,永福路,一,,,,,健康路,一,,,,,,,,120.20009,22.98159
2016,8,8,8,50,臺南市,安南區,,,北安路,三,,,,,安通路,,,,,,,,,120.20467,23.0294
2016,8,8,15,25,臺南市,西港區,西港里,,,,,,,,,,,堀子頭85之1號附近路口,,,,,,120.20478,23.11455
2016,8,8,19,32,臺南市,中西區,,,府前路,一,,,154,,,,,,,,,,,120.20714,22.98899
2016,8,8,18,34,臺南市,安定區,新吉里,,,,,,1963-05-01T00:00:00,,,,,,臺19線,132,600,北,外側,120.21048,23.08494
2016,8,8,11,11,臺南市,東區,,,大同路,,,,,,府連路,,,,,,,,,120.21161,22.98482
2016,8,8,14,20,臺南市,永康區,,,中正南路,,,,41,,,,,,,,,,,120.21378,23.02083
2016,8,8,12,10,臺南市,北區,,,開元路,,,,,,前鋒路,,,,,,,,,120.2155,23.00563
2016,8,8,17,30,臺南市,北區,,,北門路,二,,,374,,,,,,,,,,,120.2155,23.00851
2016,8,8,8,55,臺南市,東區,,,東門路,三,37,,,,東門路,三,,,,,,,,120.22478,22.99847
2016,8,8,8,45,臺南市,永康區,,,中山南路,,,,2016-01-16T00:00:00,,,,,,,,,,,120.22496,23.01193
2016,8,8,10,45,臺南市,安南區,,,台江大道,,,,,,,,,與開安路,,,,,,120.22555,23.05138
2016,8,8,18,40,臺南市,永康區,西橋里,,,,,,,,,,,中華路與中華路703巷口,,,,,,120.22846,23.01666
2016,8,8,11,10,臺南市,永康區,,,六合路,,71,,,,六合路,,,,,,,,,120.23097,23.01094
2016,8,8,18,38,臺南市,東區,,,東光路,二,,,118,,,,,,,,,,,120.23169,22.99785
2016,8,8,15,50,臺南市,永康區,,,東橋一路,,,,,,中山南路,,,,,,,,,120.23609,23.01569
2016,8,8,18,20,臺南市,東區,,,裕忠路,,,,,,裕平路,,,,,,,,,120.23952,22.985
