年月,總編號,處理單位,處理編號,年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道,段,側,附近,道路,公里,公尺處,向,車道,平交道,公里,公尺處,附近,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,警局,分局,案件類別,事故類別,GPS座標X,GPS座標
10506,10506C00020425,CM91,10506CM001152,2016,6,2,7,40,臺南市,東區,,,仁和路,,,,146,,,,,,,,,,,,,,,0,2,0,8,1,5,50,14,13,1,5,4,5,7,4,4,5,4,4,1,16,11,C000,CM00,1,2,120.2351,22.96811
10506,,CZ91,10506CZ002779,2016,6,29,7,53,臺南市,歸仁區,南興里,,文化街,三,,,,,保興街,,,,,,,,,,,,,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,19,C000,CZ00,1,2,120.28319,22.96848
10506,,CZ91,10506CZ000966,2016,6,1,12,38,臺南市,關廟區,,,新埔二街,,,,,,忠孝街,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,4,1,16,23,C000,CZ00,1,2,120.3291,22.96858
10506,,CM91,10506CM003540,2016,6,21,11,55,臺南市,東區,,,大同路,二,,,561,,,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,C000,CM00,1,2,120.2157,22.96887
10506,10506C00020056,CR91,10506CR000701,2016,6,8,16,27,臺南市,南區,,,金華路,一,,,313,,,,,,,,,,,,,,,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,16,23,C000,CR00,1,2,120.19029,22.96887
10506,10506C00020631,CZ91,10506CZ001812,2016,6,21,15,33,臺南市,歸仁區,南興里,,中山路,三,,,456,,,,,,,,,,,,,,,0,2,0,8,1,5,50,14,13,1,5,4,5,7,4,4,1,5,5,1,17,4,C000,CZ00,1,2,120.27474,22.9689
10506,,CM91,10506CM001295,2016,6,3,11,40,臺南市,東區,,,崇明路,,,,,,崇明二十街,,南,,,,,,,,,,,0,2,0,8,1,5,50,3,2,1,5,4,5,7,3,1,10,5,5,2,12,23,C000,CM00,1,2,120.22571,22.96911
10506,10506C00020241,CR91,10506CR000458,2016,6,1,23,13,臺南市,南區,,,金華路,,,,,,利南街,,,,,,,,,,,,,0,3,0,8,3,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,3,23,C000,CR00,1,2,120.19038,22.96913
10506,10506C00020470,CM91,10506CM002580,2016,6,24,8,17,臺南市,東區,,,崇善路,,,,,,崇德十七街,,,,,,,,,,,,,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,16,6,C000,CM00,1,2,120.23039,22.96931
10506,10506C00020045,CR91,10506CR000326,2016,6,5,17,0,臺南市,南區,,,鹽埕路,,291,,,,鹽埕路,,,159巷口,,,,,,,,,,0,2,0,6,1,5,50,3,1,1,4,4,5,7,4,4,10,5,5,2,16,23,C000,CR00,1,2,120.18714,22.96944
10506,10506C00020039,CR91,10506CR000153,2016,6,3,16,57,臺南市,南區,,,永成路,三,357,,,,金華路,一,,484巷183弄口,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,17,14,C000,CR00,1,2,120.19376,22.96953
10506,,CM91,10506CM001965,2016,6,21,8,45,臺南市,東區,,,自由路,二,,,258,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,9,4,4,1,13,16,C000,CM00,1,2,120.23778,22.9696
10506,,CR91,10506CR000065,2016,6,2,10,57,臺南市,南區,,,中華南路,一,175,,,,,,,口,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CR00,1,2,120.21105,22.96996
10506,10506C00020022,CZW1,10506CZ000036,2016,6,1,18,10,臺南市,仁德區,,,,,,,,,,,,中山路義林路,,,,,,,,,,0,1,0,8,1,5,40,14,9,1,5,4,5,7,1,1,8,3,5,1,16,4,C000,CZ00,1,2,120.26388,22.97028
10506,10506C00020458,CM91,10506CM001682,2016,6,15,13,55,臺南市,東區,,,仁和路,,,,,,崇善東路,,,,,,,,,,,,,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,10,C000,CM00,1,2,120.23366,22.97043
10506,10506C00020276,CZ91,10506CZ000776,2016,6,9,15,56,臺南市,歸仁區,,,文化街,三,,,481,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,2,5,7,4,4,4,5,5,1,11,43,C000,CZ00,1,2,120.27389,22.97043
10506,10506C00020385,CZ91,10506CZ000754,2016,6,10,15,55,臺南市,歸仁區,南興里,,文化街,三,366,,,,,,,,,,,,,,,,,0,1,0,6,1,5,50,3,1,1,4,4,5,7,4,4,10,5,5,2,16,6,C000,CZ00,1,2,120.27998,22.97052
10506,10506C00020063,CM91,10506CM000934,2016,6,11,19,38,臺南市,東區,,,崇善路,,,,,,崇善十街,,,,,,,,,,,,,0,1,0,6,3,5,50,3,1,1,4,4,5,7,4,4,9,4,4,1,16,6,C000,CM00,1,2,120.23034,22.97087
10506,10506C00020375,CZ91,10506CZ001919,2016,6,8,11,6,臺南市,仁德區,,,中山路,,,,,,中清路,,,,,,,,,,,,,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,5,5,2,16,25,C000,CZ00,1,2,120.25599,22.97118
10506,,CM91,10506CM003535,2016,6,27,9,20,臺南市,東區,,,崇善十街,,28,,,,崇善十街,,,,,,,,,,,,,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,C000,CM00,1,2,120.23125,22.97122
10506,10506C00020240,CZ91,10506CZ001595,2016,6,1,19,17,臺南市,仁德區,,,文華路,三,467,,,,,,,,,,,,,,,,,0,3,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,4,1,11,6,C000,CZ00,1,2,120.2434,22.97122
10506,10506C00020232,CM91,10506CM001923,2016,6,21,7,20,臺南市,東區,,,仁和路,,,,114-2,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,1,16,42,C000,CM00,1,2,120.23273,22.97129
10506,10506C00020590,CZ91,10506CZ002216,2016,6,14,7,36,臺南市,仁德區,仁德里,,中山路,,591,,,,,,,對面,,,,,,,,,,0,2,0,6,1,5,60,4,1,1,4,4,5,7,4,4,10,5,5,2,16,6,C000,CZ00,1,2,120.25244,22.97152
10506,,CZ91,10506CZ003184,2016,6,27,10,57,臺南市,仁德區,仁義里,,中正路,二,,,,,中山路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,1,4,4,1,16,25,C000,CZ00,1,2,120.25165,22.97153
10506,,CR91,10506CR003461,2016,6,25,6,20,臺南市,南區,,,鹽埕路,,291,14,,,利南街,,,,,,,,,,,,,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,C000,CR00,1,2,120.1888,22.97157
10506,10506C00020237,CM91,10506CM002434,2016,6,25,9,46,臺南市,東區,,,仁和路,,,,110之5,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,13,16,C000,CM00,1,2,120.23318,22.97161
10506,10506C00020416,CZW1,10506CZ002660,2016,6,27,17,30,臺南市,仁德區,,,,,,,,,,,,中山路與中正路附近,,,,,,,,,,0,1,0,8,1,5,40,4,2,1,5,4,5,7,4,4,1,3,4,1,18,23,C000,CZ00,1,2,120.2516,22.97168
10506,,CZ91,10506CZ003095,2016,6,22,19,51,臺南市,仁德區,仁義里,,義林路,,,,,,林頂街,,,,,,,,,,,,,0,2,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,17,6,C000,CZ00,1,2,120.26431,22.97192
10506,,CM91,10506CM003099,2016,6,30,17,30,臺南市,東區,,,崇道路,,,,,,,,,與120號旁無名巷口,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,15,26,C000,CM00,1,2,120.22902,22.97205
10506,10506C00020147,CR91,10506CR001857,2016,6,14,15,35,臺南市,南區,,,中華南路,,,,,,大同路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,17,C000,CR00,1,2,120.21471,22.97245
10506,,CM91,10506CM003498,2016,6,27,18,4,臺南市,東區,,,崇明路,,,,,,崇明十四街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,5,5,4,5,7,1,1,10,5,5,2,16,8,C000,CM00,1,2,120.22481,22.97285
10506,10506C00020435,CR91,10506CR003181,2016,6,6,8,3,臺南市,南區,,,金華路,一,484,,,,金華路,,,,,,,,,,,,,0,2,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,15,25,C000,CR00,1,2,120.19073,22.97301
10506,10506C00020462,CR91,10506CR001491,2016,6,18,14,50,臺南市,南區,,,大同路,二,482,,,,大同路,二,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,15,6,C000,CR00,1,2,120.21461,22.97308
10506,10506C00020468,CR91,10506CR001956,2016,6,22,21,30,臺南市,南區,,,新樂路,,,,,,新信路,,,,,,,,,,,,,0,2,0,8,3,5,40,4,1,1,5,4,5,7,1,1,10,5,5,2,13,21,C000,CR00,1,2,120.1771,22.97318
10506,,CM91,10506CM003283,2016,6,12,19,25,臺南市,東區,,,仁和路,,,,85,,,,,,,,,,,,,,,0,3,0,7,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,16,11,C000,CM00,1,2,120.23194,22.9732
10506,10506C00020409,CZ91,10506CZ001821,2016,6,20,14,58,臺南市,歸仁區,南興里,,,,,,,,,,,台39線與大德路口,,,,,,,,,,0,1,0,8,1,5,70,4,1,1,5,4,5,7,1,1,10,5,5,2,17,26,C000,CZ00,1,2,120.2726,22.97335
10506,,CM91,10506CM003286,2016,6,23,20,50,臺南市,東區,,,東光路,一,,,100,,,,,對面,,,,,,,,,,0,1,0,8,3,5,50,14,7,1,5,4,5,7,4,4,5,4,4,1,16,6,C000,CM00,1,2,120.22885,22.97359
10506,,CM91,10506CM003287,2016,6,19,16,48,臺南市,東區,,,崇德八街,,46,,,,崇德九街,,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,9,5,5,1,16,6,C000,CM00,1,2,120.22885,22.97359
10506,10506C00020443,CM91,10506CM000893,2016,6,9,19,50,臺南市,東區,,,中華東路,三,399,,,,,,,中華東路三段380巷口處,,,,,,,,,,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CM00,1,2,120.2203,22.97362
10506,10506C00020204,CR91,10506CR000771,2016,6,10,23,35,臺南市,南區,,,大同路,,,,,,,,,榮譽街口,,,,,,,,,,0,1,0,6,3,5,50,3,1,1,4,4,5,7,1,1,10,5,5,2,15,25,C000,CR00,1,2,120.21453,22.97364
10506,,CZ91,10506CZ001605,2016,6,2,22,42,臺南市,歸仁區,,,民生北街,,,,,,大德路,,,,,,,,,,,,,0,1,0,8,3,5,50,14,9,1,5,4,5,7,3,1,5,4,4,1,16,6,C000,CZ00,1,2,120.28075,22.97372
10506,10506C00020103,CZ91,10506CZ001830,2016,6,11,20,56,臺南市,仁德區,,,中山路,,,,,,文華路,,,,,,,,,,,,,0,1,0,6,3,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,11,C000,CZ00,1,2,120.24395,22.97373
10506,10506C00020219,CR91,10506CR001317,2016,6,16,17,0,臺南市,南區,,,新建路,,,,,,新興路,,,口,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,C000,CR00,1,2,120.18523,22.97381
10506,10506C00020187,CM91,10506CM001348,2016,6,5,8,50,臺南市,東區,,,崇善路,,,,521,,,,,,,,,,,,,,,0,2,0,7,1,5,50,14,8,1,4,4,5,7,4,4,5,4,4,1,9,60,C000,CM00,1,2,120.2292,22.97418
10506,,CM91,10506CM003280,2016,6,16,20,5,臺南市,東區,,,崇善路,,,,,,崇德八街,,,,,,,,,,,,,0,1,0,8,3,5,50,3,1,1,5,4,5,7,2,1,5,4,4,1,16,25,C000,CM00,1,2,120.22919,22.97422
10506,,CM91,10506CM003376,2016,6,11,8,20,臺南市,東區,,,中華東路,三,380,,9,,,,,,,,,,,,,,,0,1,0,6,1,5,40,4,1,4,4,4,5,7,4,4,10,5,5,2,15,6,C000,CM00,1,2,120.22014,22.97423
10506,,CM91,10506CM003133,2016,6,3,20,50,臺南市,東區,,,中華東路,三,,,,,崇明路,,,,,,,,,,,,,0,1,0,8,3,5,60,4,2,1,5,4,5,7,2,1,3,4,4,1,17,6,C000,CM00,1,2,120.22318,22.97427
10506,,CR91,10506CR003035,2016,6,4,20,41,臺南市,南區,,,金華路,一,,,532,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,18,42,C000,CR00,1,2,120.19085,22.97427
10506,10506C00020463,CR91,10506CR003131,2016,6,18,16,0,臺南市,南區,,,金華路,一,540,,,,金華路,,,,,,,,,,,,,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,C000,CR00,1,2,120.19087,22.97443
10506,,CZ91,10506CZ000957,2016,6,12,19,30,臺南市,仁德區,,,中山路,,,,,,文心路,,,,,,,,,,,,,0,1,0,7,3,5,50,14,9,1,4,4,5,7,2,1,3,4,4,1,13,21,C000,CZ00,1,2,120241529,22.97454
10506,10506C00020739,CR91,10506CR001418,2016,6,4,22,15,臺南市,南區,,,大成路,,,,,,金華路,,,,,,,,,,,,,0,2,0,8,3,5,50,3,18,1,5,4,5,7,1,1,10,5,5,2,3,15,C000,CR00,1,2,120.19091,22.97486
10506,10506C00020068,CR91,10506CR001067,2016,6,14,12,30,臺南市,南區,,,西門路,一,,,,,大成路,,,口,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,C000,CR00,1,2,120.19772,22.97488
10506,,CR91,10506CR003496,2016,6,25,19,20,臺南市,南區,,,大成路,,,,168,,,,,,,,,,,,,,,0,3,0,8,3,5,40,3,1,1,5,4,5,7,4,4,10,5,5,2,15,6,C000,CR00,1,2,120.19305,22.97491
10506,,CR91,10506CR001681,2016,6,17,23,10,臺南市,南區,,,永成路,,,,,,大成路,,C000,CR00,1,2,120.19537,22.97495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506,10506C00020048,CM91,10506CM000884,2016,6,6,11,30,臺南市,東區,,,立德一路,,,,,,立德二路,,,,,,,,,,,,,0,1,0,8,1,5,40,3,1,1,5,4,5,7,4,4,10,5,5,1,16,6,C000,CM00,1,2,120.21503,22.97506
10506,,CM91,10506CM000915,2016,6,7,21,50,臺南市,東區,,,仁和路,,,,,,崇善四街,,,,,,,,,,,,,0,2,0,6,3,5,50,4,2,1,4,4,5,7,1,1,5,4,4,1,17,23,C000,CM00,1,2,120.23077,22.97522
10506,10506C00020459,CM91,10506CM001976,2016,6,15,15,12,臺南市,東區,,,中華東路,三,,,,,仁和路,,,,,,,,,,,,,0,2,0,8,1,5,50,5,1,1,5,4,5,7,1,1,8,3,4,1,17,6,C000,CM00,1,2,120.22413,22.97526
10506,,CR91,10506CR001117,2016,6,14,19,40,臺南市,南區,,,大成路,,,,,,國民路,,,,,,,,,,,,,0,2,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,25,C000,CR00,1,2,120.20387,22.97531
10506,,CZ91,10506CZ002781,2016,6,29,11,18,臺南市,仁德區,仁德里,,文德路,,,,,,文山路,,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,8,C000,CZ00,1,2,120.24805,22.97542
10506,,CM91,10506CM002219,2016,6,19,16,30,臺南市,東區,,,東門路,三,,,,,靜修街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,23,C000,CM00,1,2,120.23823,22.97556
10506,,CM91,10506CM002217,2016,6,9,8,40,臺南市,東區,,,中華東路,三,,,260,,,,,,,,,,,,,,,0,1,0,8,1,5,60,14,12,1,5,4,5,7,4,4,1,4,4,1,17,40,C000,CM00,1,2,120.22434,22.97557
10506,10506C00020011,CM91,10506CM000840,2016,6,11,13,18,臺南市,東區,,,大同路,二,,,219,,,,,,,,,,,,,,,0,2,0,6,1,5,50,14,12,1,4,4,5,7,4,4,9,3,4,1,16,6,C000,CM00,1,2,120.21435,22.97581
10506,,CM91,10506CM002430,2016,6,20,20,0,臺南市,東區,,,崇德路,,,,370,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,12,17,C000,CM00,1,2,120.22438,22.97614
10506,10506C00020440,CM91,10506CM000891,2016,6,8,9,30,臺南市,東區,,,東門路,三,,,267,,,,,,,,,,,,,,,0,1,0,8,1,5,60,14,7,1,5,4,5,7,1,1,1,4,4,1,13,16,C000,CM00,1,2,120.23639,22.97617
10506,10506C00020060,CR91,10506CR000629,2016,6,9,11,41,臺南市,南區,,,體育路,,,,,,,,,竹溪寺,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,4,5,5,1,18,42,C000,CR00,1,2,120.20705,22.97626
10506,10506C00020823,CM91,10506CM003263,2016,6,8,15,0,臺南市,東區,,,崇明路,,,,269,,,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,14,12,C000,CM00,1,2,120.22109,22.97644
10506,,CM91,10506CM001142,2016,6,2,19,24,臺南市,東區,,,裕義路,,,,,,裕信六街,,,,,,,,,,,,,0,1,0,8,3,5,60,3,1,1,5,4,5,7,4,4,10,5,5,2,12,17,C000,CM00,1,2,120.24821,22.97655
10506,,CM91,10506CM003351,2016,6,5,17,30,臺南市,東區,,,大同路,二,,,,,,,,105號停車格位前,,,,,,,,,,0,1,0,6,1,5,50,14,12,1,4,4,5,7,4,4,10,5,4,1,16,6,C000,CM00,1,2,120.21386,22.97673
10506,10506C00020429,CR91,10506CR002627,2016,6,4,16,55,臺南市,南區,,,金華路,二,,,58,,金華路,二,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,1,16,19,C000,CR00,1,2,120.19122,22.97686
10506,10506C00020292,CZW1,10506CZ001837,2016,6,20,11,35,臺南市,仁德區,,,中山路,,870,,,,,,,,,,,,,,,,,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,8,3,4,1,16,23,C000,CZ00,1,2,120.24143,22.97694
10506,,CR91,10506CR003454,2016,6,7,11,25,臺南市,南區,,,三官路,,,,,,金華路,,東,,,,,,,,,,,0,1,0,8,1,5,50,4,9,1,5,4,5,7,4,4,5,5,5,1,17,26,C000,CR00,1,2,120.19116,22.97696
10506,10506C00020046,CR91,10506CR000404,2016,6,6,11,20,臺南市,南區,,,新孝路,,,,,,尊南街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,C000,CR00,1,2,120.18886,22.97719
10506,10506C00020178,CM91,10506CM001328,2016,6,2,16,50,臺南市,東區,,,崇善路,,,,291,,,,,,,,,,,,,,,0,2,0,8,1,5,50,14,8,1,5,4,5,7,4,4,10,4,4,1,17,16,C000,CM00,1,2,120.22753,22.97747
10506,10506C00020143,CP91,10506CP000903,2016,6,12,14,30,臺南市,安平區,,,漁光路,,,,,,漁光路,,,89巷口,,,,,,,,,,0,1,0,6,1,5,50,3,2,1,4,4,5,7,4,4,5,4,5,2,12,23,C000,CP00,1,2,120.15874,22.97749
10506,10506C00020201,CM91,10506CM001287,2016,6,10,15,38,臺南市,東區,,,東門路,三,,,,,富農街,,,,,,,,,,,,,0,1,0,8,1,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,12,23,C000,CM00,1,2,120.23431,22.97753
10506,10506C00020065,CM91,10506CM000958,2016,6,12,13,20,臺南市,東區,,,崇明路,,,,,,崇學路,,,,,,,,,,,,,0,1,0,6,1,5,50,4,2,1,4,4,5,7,1,1,5,4,4,1,16,25,C000,CM00,1,2,120.21997,22.97762
10506,,CM91,10506CM002947,2016,6,25,12,59,臺南市,東區,,,崇明路,,,,,,崇學路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CM00,1,2,120.22,22.97766
10506,,CM91,10506CM002414,2016,6,26,12,20,臺南市,東區,,,東門路,三,,,151,,,,,,,,,,,,,,,0,1,0,8,1,5,60,14,7,1,5,4,5,7,4,4,1,4,5,1,12,23,C000,CM00,1,2,120.23402,22.97793
10506,,CM91,10506CM003435,2016,6,14,13,0,臺南市,東區,,,中華東路,三,,,,,崇善路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,2,1,5,4,5,7,1,1,10,5,4,1,16,6,C000,CM00,1,2,120.22665,22.97808
10506,10506C00020233,CM91,10506CM001959,2016,6,22,19,35,臺南市,東區,,,東門路,三,266,,,,東門路,三,,,,,,,,,,,,0,2,0,8,3,5,50,3,4,1,5,4,5,7,1,1,1,3,4,1,13,16,C000,CM00,1,2,120.23334,22.97809
10506,10506C00020480,CR91,10506CR003030,2016,6,30,12,10,臺南市,南區,,,中華西路,,,,,,新孝路,,,,,,,,,,,,,0,2,0,8,1,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,16,26,C000,CR00,1,2,120.18455,22.97813
10506,,CR91,10506CR003485,2016,6,6,10,39,臺南市,南區,,,南門路,,,,,,水交社一街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,17,43,C000,CR00,1,2,120.20355,22.97816
10506,,CR91,10506CR003025,2016,6,17,19,40,臺南市,南區,,,水交社路,,,,,,水交社一街,,,,,,,,,,,,,0,2,0,8,3,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,C000,CR00,1,2,120.20061,22.97835
10506,,CM91,10506CM001292,2016,6,9,12,45,臺南市,東區,,,大同路,二,97,,,,大同路,二,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,C000,CM00,1,2,120.21342,22.97858
10506,,CM91,10506CM001913,2016,6,15,15,20,臺南市,東區,,,東門路,三,,,101,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,2,4,4,2,13,16,C000,CM00,1,2,120.23246,22.9789
10506,,CZ91,10506CZ000974,2016,6,11,23,35,臺南市,仁德區,土庫里,,中正路,三,,,256,,,,,,,,,,,,,,,0,0,1,6,3,5,50,14,9,1,4,4,5,7,4,4,5,5,5,1,18,21,C000,CZ00,1,2,120.25547,22.979
10506,10506C00020447,CR91,10506CR003150,2016,6,10,14,30,臺南市,南區,,,新城街,,16,,,,,,,,,,,,,,,,,0,2,0,6,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,C000,CR00,1,2,120.19206,22.97915
10506,,CM91,10506CM003558,2016,6,25,15,46,臺南市,東區,,,崇明路,,,,,,崇明七街,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,5,5,4,1,15,6,C000,CM00,1,2,120.21848,22.97936
10506,10506C00020042,CR91,10506CR000206,2016,6,4,8,30,臺南市,南區,,,聖南街,,135,,,,,,,無名巷道口,,,,,,,,,,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,C000,CR00,1,2,120.18776,22.97944
10506,10506C00020069,CR91,10506CR001086,2016,6,14,17,0,臺南市,南區,,,聖南街,,,,69,,,,,,,,,,,,,,,0,1,0,8,1,5,40,11,9,1,5,4,5,7,4,4,10,5,5,2,11,5,C000,CR00,1,2,120.18862,22.9796
10506,,CR91,10506CR003466,2016,6,2,14,30,臺南市,南區,,,西門路,,,,,,新興路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,9,C000,CR00,1,2,120.1975,22.97968
10506,10506C00020655,CM91,10506CM003462,2016,6,25,23,30,臺南市,東區,,,裕信路,,,,,,裕敬路,,,,,,,,,,,,,0,3,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,4,5,1,16,6,C000,CM00,1,2,120.24569,22.97977
10506,10506C00020197,CM91,10506CM001351,2016,6,9,9,0,臺南市,東區,,,富農街,一,,,55,,,,,,,,,,,,,,,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,17,23,C000,CM00,1,2,120.23462,22.97984
10506,,CR91,10506CR003034,2016,6,10,11,30,臺南市,南區,,,惠南街,,,,,,聖南街,,,140巷,,,,,,,,,,0,2,0,6,1,5,40,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,C000,CR00,1,2,120.18761,22.97988
10506,,CM91,10506CM001915,2016,6,21,8,0,臺南市,東區,,,崇學路,,135,,,,崇德二街,,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,8,C000,CM00,1,2,120.22111,22.98024
10506,10506C00020041,CR91,10506CR000204,2016,6,4,7,25,臺南市,南區,,,大同路,二,19,,,,大同路,二,,,,,,,,,,,,0,2,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,1,16,6,C000,CR00,1,2,120.21242,22.98041
10506,,CM91,10506CM003066,2016,6,2,16,10,臺南市,東區,,,東門路,三,,,,,,,,,,,,,,,,,,0,1,0,8,1,5,60,14,12,1,5,4,5,7,4,4,1,4,4,1,17,7,C000,CM00,1,2,120.22988,22.98063
10506,,CM91,10506CM002951,2016,6,28,9,36,臺南市,東區,,,崇德路,,,,72,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,13,1,5,4,5,7,4,4,5,4,4,1,16,23,C000,CM00,1,2,120.21802,22.98064
10506,10506C00020176,CM91,10506CM001325,2016,6,2,13,17,臺南市,東區,,,崇信路,,,,,,崇學路,,,230巷97弄,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,5,5,5,1,16,6,C000,CM00,1,2,120.22699,22.98066
10506,,CM91,10506CM001908,2016,6,19,23,29,臺南市,東區,,,崇明二街,,,,,,,,,鐵路便道,,,,,,,,,,0,3,0,8,3,5,40,14,9,1,5,4,5,7,4,4,10,5,5,1,11,21,C000,CM00,1,2,120.21507,22.98086
10506,10506C00020172,CR91,10506CR000440,2016,6,1,19,0,臺南市,南區,,,三官路,,,,33,,,,,,,,,,,,,,,0,2,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,5,1,17,42,C000,CR00,1,2,120.1938,22.98098
10506,10506C00020473,CR91,10506CR002344,2016,6,26,2,29,臺南市,南區,,,健康路,一,,,,,大同路,二,,及林森路口,,,,,,,,,,0,2,0,8,3,5,50,4,2,1,5,4,5,7,1,1,3,4,5,1,13,23,C000,CR00,1,2,120.21194,22.98104
10506,,CM91,10506CM003493,2016,6,27,7,16,臺南市,東區,,,中華東路,一,,,,,東門路,,,,,,,,,,,,,0,3,0,8,1,5,60,5,1,1,5,4,5,7,1,1,1,4,4,1,13,8,C000,CM00,1,2,120.22939,22.9811
10506,,CM91,10506CM003503,2016,6,12,19,5,臺南市,東區,,,東門路,二,,,,,中華東路,三,,,,,,,,,,,,0,1,0,7,3,5,50,4,1,1,4,4,5,7,1,1,3,4,5,1,16,6,C000,CM00,1,2,120.22924,22.98113
