年月,總編號,處理單位,處理編號,年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道,段,側,附近,道路,公里,公尺處,向,車道,平交道,公里,公尺處,附近,死,受傷,2-30,天候,光線,道路類別,速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,主要肇因,警局,分局,案件類別,事故類別,GPS座標X,GPS座標
10506,,CN91,10506CN001300,2016,6,12,19,0,臺南市,中西區,,,健康路,,,,,,法華街,,,,,,,,,,,,,0,3,0,8,3,5,40,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,C000,CN00,1,2,120.20755,22.98123
10506,,CN91,10506CN001535,2016,6,17,21,52,臺南市,中西區,,,健康路,一,,,10,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,8,1,5,4,5,7,4,4,3,4,4,1,12,17,C000,CN00,1,2,120.20929,22.98124
10506,,CN91,10506CN003211,2016,6,17,21,20,臺南市,中西區,,,健康路,一,50,,,,健康路,一,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,12,17,C000,CN00,1,2,120.20985,22.98131
10506,10506C00020034,CM91,10506CM000169,2016,6,2,12,30,臺南市,東區,,,大同路,二,,,,,林森路,,,,,,,,,,,,,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,1,4,4,1,16,6,C000,CM00,1,2,120.21383,22.98133
10506,,CN91,10506CN000634,2016,6,4,19,15,臺南市,中西區,,,健康路,一,,,34,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,1,5,5,2,13,16,C000,CN00,1,2,120.20856,22.98137
10506,10506C00020430,CR91,10506CR003251,2016,6,5,13,25,臺南市,南區,,,健康路,一,,,334,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,1,17,23,C000,CR00,1,2,120.19968,22.98138
10506,10506C00020450,CM91,10506CM002272,2016,6,12,16,57,臺南市,東區,,,大同路,一,329,,,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,4,4,5,7,4,4,5,4,4,1,13,16,C000,CM00,1,2,120.21195,22.9814
10506,,CN91,10506CN000981,2016,6,13,12,5,臺南市,中西區,,,健康路,,,,,,永福路,,東,,,,,,,,,,,0,4,0,8,1,5,50,14,7,1,4,4,5,7,4,4,3,2,5,1,14,12,C000,CN00,1,2,120.20037,22.98145
10506,10506C00020231,CR91,10506CR001737,2016,6,20,21,15,臺南市,南區,,,健康路,一,,,,,水交社路,,,口,,,,,,,,,,0,2,0,8,3,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,12,23,C000,CR00,1,2,120.20057,22.98145
10506,10506C00020133,CN91,10506CN000347,2016,6,4,17,50,臺南市,中西區,,,永福路,,,,,,健康路,,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,16,7,C000,CN00,1,2,120.19788,22.98146
10506,,CN91,10506CN000619,2016,6,7,6,45,臺南市,中西區,,,健康路,一,,,,,永福路,一,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,1,1,10,5,5,2,17,17,C000,CN00,1,2,120.20011,22.98147
10506,,CN91,10506CN003214,2016,6,28,17,40,臺南市,中西區,,,健康路,一,,,366,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,8,1,5,4,5,7,4,4,3,4,4,1,13,16,C000,CN00,1,2,120.19719,22.9815
10506,,CN91,10506CN003225,2016,6,28,17,15,臺南市,中西區,,,健康路,一,,,366,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,1,5,5,2,13,16,C000,CN00,1,2,120.19719,22.9815
10506,10506C00020432,CR91,10506CR000925,2016,6,5,17,30,臺南市,南區,,,健康路,,,,,,福吉路,,,,,,,,,,,,,0,1,0,6,1,5,50,3,1,1,4,4,5,7,1,1,10,5,5,2,16,25,C000,CR00,1,2,120.19321,22.98154
10506,10506C00020061,CR91,10506CR000682,2016,6,9,23,15,臺南市,南區,,,夏林路,,,,,,健康路,,,口,,,,,,,,,,0,3,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,17,C000,CR00,1,2,120.19495,22.98156
10506,10506C00020094,CN91,10506CN001102,2016,6,6,17,30,臺南市,中西區,,,健康路,,,,388,,,,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,13,16,C000,CN00,1,2,120.19665,22.98161
10506,,CR91,10506CR003032,2016,6,21,13,45,臺南市,南區,,,健康路,二,,,258,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,13,1,5,4,5,7,4,4,3,4,5,1,18,23,C000,CR00,1,2,120.19046,22.98169
10506,10506C00020121,CN91,10506CN000233,2016,6,3,17,40,臺南市,中西區,,,健康路,,,,,,府連路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CN00,1,2,120.20872,22.98178
10506,,CN91,10506CN002939,2016,6,30,21,15,臺南市,中西區,,,大同路,一,,,242,,,,,,,,,,,,,,,0,2,0,8,3,5,50,14,7,1,5,2,5,7,4,4,5,4,4,1,13,16,C000,CN00,1,2,120.21169,22.98184
10506,10506C00020471,CM91,10506CM002141,2016,6,24,13,0,臺南市,東區,,,中華東路,二,,,236-1,,,,,秀山莊前,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,1,4,4,1,16,21,C000,CM00,1,2,120.22994,22.98188
10506,,CN91,10506CN001721,2016,6,20,13,0,臺南市,中西區,,,健康路,一,160,,5,,,,,旁路口,,,,,,,,,,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,C000,CN00,1,2,120.20745,22.98193
10506,,CN91,10506CN003255,2016,6,29,15,15,臺南市,中西區,,,南門路,,68,,,,健康路,一,,310巷口,,,,,,,,,,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,C000,CN00,1,2,120.2028,22.98204
10506,,CR91,10506CR003408,2016,6,25,21,45,臺南市,南區,,,中華西路,,,,,,健康路,,,,,,,,,,,,,0,1,0,8,3,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,3,25,C000,CR00,1,2,120.18599,22.98223
10506,10506C00020004,CN91,10506CN000079,2016,6,2,16,45,臺南市,中西區,,,慶中街,,,,16,,,,,,,,,,,,,,,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,1,16,19,C000,CN00,1,2,120.20546,22.98223
10506,10506C00020221,CM91,10506CM001664,2016,6,17,1,45,臺南市,東區,,,裕文路,,,,,,裕信路,,,,,,,,,,,,,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,9,4,4,1,16,6,C000,CM00,1,2,120.24508,22.98231
10506,,CM91,10506CM003062,2016,6,6,7,30,臺南市,東區,,,自由路,三,215,,,,自由路,三,,,,,,,,,,,,0,2,0,8,1,5,50,3,1,1,5,4,5,7,3,1,10,5,5,2,16,6,C000,CM00,1,2,120.23714,22.98246
10506,,CR91,10506CR003378,2016,6,11,23,45,臺南市,南區,,,健康路,二,,,543,,,,,,,,,,,,,,,0,1,0,6,3,5,50,14,13,1,4,4,5,7,4,4,1,4,4,1,17,22,C000,CR00,1,2,120.18229,22.98248
10506,,CM91,10506CM003288,2016,6,13,21,19,臺南市,東區,,,大同路,,,,,,,,,五妃街口,,,,,,,,,,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,5,5,4,1,15,25,C000,CM00,1,2,120.21135,22.98251
10506,,CP91,10506CP000462,2016,6,7,7,20,臺南市,安平區,,,健康路,,,,,,建平路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,C000,CP00,1,2,120.18051,22.98252
10506,,CN91,10506CN003547,2016,6,30,16,25,臺南市,中西區,,,五妃街,,,,,,慶中街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,17,C000,CN00,1,2,120.20552,22.9826
10506,10506C00020118,CN91,10506CN000356,2016,6,3,11,17,臺南市,中西區,,,五妃街,,,,222,,,,,無名巷,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,C000,CN00,1,2,120.20405,22.98261
10506,10506C00020001,CN91,10506CN000018,2016,6,1,12,53,臺南市,中西區,,,永福路,,,,,,五妃街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,5,5,4,5,7,1,1,10,5,5,2,16,23,C000,CN00,1,2,120.2001,22.98262
10506,,CN91,10506CN000470,2016,6,5,4,58,臺南市,中西區,,,永福路,,,,,,五妃街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,C000,CN00,1,2,120.20011,22.98262
10506,,CN91,10506CN003324,2016,6,29,13,40,臺南市,中西區,,,西門路,,,,,,五妃街,,,,,,,,,,,,,0,2,0,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,1,12,7,C000,CN00,1,2,120.19538,22.9827
10506,10506C00020436,CM91,10506CM000890,2016,6,6,20,14,臺南市,東區,,,裕文路,,,,165,,,,,,,,,,,,,,,0,2,0,8,3,5,50,14,12,1,5,4,5,7,4,4,5,4,4,1,16,19,C000,CM00,1,2,120.24035,22.98272
10506,10506C00020434,CM91,10506CM001281,2016,6,6,7,35,臺南市,東區,,,林森路,一,,,136,,,,,監理站,,,,,,,,,,0,2,0,8,1,5,50,14,20,1,4,4,5,7,4,4,10,5,5,2,16,4,C000,CM00,1,2,120.21809,22.98275
10506,,CN91,10506CN003492,2016,6,29,18,40,臺南市,中西區,,,大同路,一,,,200,,,,,,,,,,,,,,,0,1,0,8,1,5,40,14,12,1,5,4,5,7,4,4,9,4,4,2,13,16,C000,CN00,1,2,120.2111,22.98306
10506,,CN91,10506CN002571,2016,6,28,7,15,臺南市,中西區,,,永福路,一,,,67,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,16,C000,CN00,1,2,120.20012,22.98326
10506,,CM91,10506CM003224,2016,6,4,16,40,臺南市,東區,,,東門路,二,,,,,崇學路,,,,,,,,,,,,,0,1,0,8,1,5,50,5,7,1,5,4,5,7,4,4,5,4,4,1,16,10,C000,CM00,1,2,120.22652,22.98332
10506,,CM91,10506CM003237,2016,6,22,19,5,臺南市,東區,,,崇明路,,,,,,崇明一街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,17,4,C000,CM00,1,2,120.22652,22.98332
10506,,CN91,10506CN001232,2016,6,14,18,50,臺南市,中西區,,,大同路,一,,,186,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,12,1,5,4,5,7,4,4,4,4,4,1,13,23,C000,CN00,1,2,120.21107,22.98332
10506,10506C00020235,CM91,10506CM002339,2016,6,24,12,50,臺南市,東區,,,裕孝路,,,,,,裕興街,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,1,17,25,C000,CM00,1,2,120.24349,22.98341
10506,,CM91,10506CM003548,2016,6,25,16,0,臺南市,東區,,,裕豐街,,,,7,,,,,,,,,,,,,,,0,1,0,8,1,5,40,14,9,1,5,4,5,7,1,1,10,4,5,2,13,23,C000,CM00,1,2,120.22655,22.98384
10506,,CN91,10506CN003231,2016,6,28,8,35,臺南市,中西區,,,府緯街,,9,,,,府緯街,,,,,,,,,,,,,0,1,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,16,6,C000,CN00,1,2,120.19637,22.98385
10506,,CM91,10506CM001160,2016,6,15,7,30,臺南市,東區,,,富德街,,,,,,德光街,,,,,,,,,,,,,0,2,0,6,1,5,50,4,1,1,4,4,5,7,3,1,10,5,5,2,16,8,C000,CM00,1,2,120.22515,22.984
10506,,CM91,10506CM003427,2016,6,19,13,17,臺南市,東區,,,東門路,二,,,251,,,,,,,,,,,,,,,0,1,0,7,1,5,50,14,9,1,5,4,5,7,4,4,5,5,4,1,13,23,C000,CM00,1,2,120.22646,22.98408
10506,,CN91,10506CN002922,2016,6,28,11,33,臺南市,中西區,,,南門路,,,,225之5,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,1,16,19,C000,CN00,1,2,120.20191,22.98419
10506,,CM91,10506CM003425,2016,6,18,15,43,臺南市,東區,,,長榮路,一,,,,,府連路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,3,4,5,1,16,10,C000,CM00,1,2,120.21794,22.98422
10506,,CM91,10506CM002181,2016,6,3,10,18,臺南市,東區,,,長榮路,,,,,,府連東路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CM00,1,2,120.21792,22.98427
10506,,CR91,10506CR001183,2016,6,15,14,20,臺南市,南區,,,文南路,,,,,,金華路,二,,284巷口,,,,,,,,,,0,3,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,1,16,23,C000,CR00,1,2,120.18991,22.98441
10506,,CR91,10506CR003389,2016,6,18,10,20,臺南市,南區,,,中華西路,一,,,334,,,,,,,,,,,,,,,0,1,0,8,1,5,60,14,12,1,5,4,5,7,4,4,1,4,4,2,16,4,C000,CR00,1,2,120.18646,22.98451
10506,,CM91,10506CM003279,2016,6,18,18,13,臺南市,東區,,,大同路,一,,,,,府連路,,,,,,,,,,,,,0,1,0,8,1,5,50,5,1,1,5,4,5,7,1,1,10,5,5,2,12,17,C000,CM00,1,2,120.21114,22.98475
10506,10506C00020211,CM91,10506CM001647,2016,6,14,13,22,臺南市,東區,,,東門路,二,,,216,,,,,,,,,,,,,,,0,2,0,8,1,5,50,14,12,1,5,4,5,7,4,4,9,3,4,1,12,19,C000,CM00,1,2,120.22382,22.98485
10506,,CN91,10506CN000998,2016,6,13,8,30,臺南市,中西區,,,大同路,,,,,,府連路,,,,,,,,,,,,,0,1,0,6,1,5,50,5,1,1,4,4,5,7,1,1,10,5,5,2,16,23,C000,CN00,1,2,120.21107,22.98485
10506,10506C00020037,CM91,10506CM000172,2016,6,2,18,38,臺南市,東區,,,裕學路,,,,25,,,,,,,,,,,,,,,0,1,0,8,3,5,40,4,1,1,5,4,5,7,3,1,9,4,5,2,16,6,C000,CM00,1,2,120.23729,22.98497
10506,,CP91,10506CP002259,2016,6,25,6,20,臺南市,安平區,,,安平路,,,,,,,,,湖美一街,,,,,,,,,,0,4,0,8,1,5,50,3,2,1,5,4,5,7,4,4,5,4,4,1,11,4,C000,CP00,1,2,120.18116,22.98499
10506,,CM91,10506CM002952,2016,6,28,14,16,臺南市,東區,,,裕農路,,668,75,,,裕學路,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,C000,CM00,1,2,120.23728,22.98501
10506,,CN91,10506CN002536,2016,6,27,19,55,臺南市,中西區,,,大同路,,,,,,開山路,,,,,,,,,,,,,0,1,0,6,3,5,50,5,1,1,4,4,5,7,1,1,10,5,5,2,16,19,C000,CN00,1,2,120.21114,22.98504
10506,10506C00020214,CM91,10506CM001668,2016,6,15,10,50,臺南市,東區,,,裕豐街,,84,,55,,,,,,,,,,,,,,,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,C000,CM00,1,2,120.22745,22.98505
10506,,CN91,10506CN003055,2016,6,25,20,50,臺南市,中西區,,,永福路,,,,,,南寧街,,,,,,,,,,,,,0,1,0,8,3,5,50,4,1,1,5,4,5,7,2,1,10,5,5,2,11,6,C000,CN00,1,2,120.20013,22.98509
10506,,CM91,10506CM002303,2016,6,25,18,21,臺南市,東區,,,裕農路,,288,20,,,,,,,,,,,,,,,,0,3,0,8,2,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,21,C000,CM00,1,2,120.22808,22.98509
10506,,CM91,10506CM003318,2016,6,18,12,46,臺南市,東區,,,裕農路,,288,60,32,,,,,,,,,,,,,,,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,15,6,C000,CM00,1,2,120.22867,22.9851
10506,,CM91,10506CM003259,2016,6,16,9,0,臺南市,東區,,,東門路,二,167,,,,東門路,二,,,,,,,,,,,,0,2,0,6,1,5,40,3,1,1,4,4,5,7,3,1,10,5,5,2,16,6,C000,CM00,1,2,120.22353,22.98516
10506,,CN91,10506CN003422,2016,6,4,22,12,臺南市,中西區,,,開山路,,,,305,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,16,10,C000,CN00,1,2,120.21073,22.98522
10506,,CP91,10506CP002983,2016,6,12,14,20,臺南市,安平區,,,建平路,,,,,,建平三街,,,,,,,,,,,,,0,2,0,6,1,5,50,4,1,1,4,4,5,7,3,1,10,5,5,2,29,42,C000,CP00,1,2,120.18172,22.98524
10506,,CM91,10506CM003546,2016,6,3,18,30,臺南市,東區,,,裕豐街,,,,67,,,,,,,,,,,,,,,0,1,0,8,2,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,17,42,C000,CM00,1,2,120.22675,22.98526
10506,10506C00020427,CM91,10506CM001253,2016,6,4,9,20,臺南市,東區,,,東門路,二,161,,,,東門路,二,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,C000,CM00,1,2,120.2231,22.98527
10506,,CN91,10506CN000538,2016,6,8,7,15,臺南市,中西區,,,樹林街,二,,,,,,,,臺南女中後方,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,5,5,5,1,13,23,C000,CN00,1,2,120.20702,22.98541
10506,,CN91,10506CN003481,2016,6,30,13,58,臺南市,中西區,,,樹林街,,,,,,,,,(新光三越機車停車場旁)東向車道,,,,,,,,,,0,2,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,16,11,C000,CN00,1,2,120.19839,22.98544
10506,,CN91,10506CN003226,2016,6,30,4,49,臺南市,中西區,,,西門路,,,,,,南寧街,,,,,,,,,,,,,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,C000,CN00,1,2,120.19725,22.98545
10506,10506C00020807,CM91,10506CM003336,2016,6,27,15,20,臺南市,東區,,,長榮路,一,,,231,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,7,1,5,4,5,7,4,4,3,4,4,1,13,23,C000,CM00,1,2,120.21831,22.98551
10506,,CM91,10506CM001288,2016,6,13,14,20,臺南市,東區,,,裕和五街,,,,,,裕文一街,,,,,,,,,,,,,0,2,0,6,1,5,50,4,1,1,4,4,5,7,4,4,10,5,5,2,15,6,C000,CM00,1,2,120.24633,22.98557
10506,,CM91,10506CM002910,2016,6,22,12,10,臺南市,東區,,,大同路,一,141,,,,大同路,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,C000,CM00,1,2,120.21127,22.98562
10506,,CM91,10506CM001153,2016,6,13,21,30,臺南市,東區,,,府東街,,,,49,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,5,5,2,16,19,C000,CM00,1,2,120.21948,22.98563
10506,10506C00020174,CM91,10506CM001346,2016,6,2,8,14,臺南市,東區,,,府連路,,241,,11,,,,,後門旁(鐵路便道),,,,,,,,,,0,1,0,8,1,5,40,14,9,1,5,4,5,7,4,4,10,5,5,1,17,17,C000,CM00,1,2,120.21346,22.98565
10506,,CR91,10506CR003469,2016,6,8,22,5,臺南市,南區,,,金華路,二,345,26,,,,,,,,,,,,,,,,0,2,0,8,3,5,40,4,2,1,5,4,5,7,4,4,10,5,5,2,16,6,C000,CR00,1,2,120.19088,22.98576
10506,,CM91,10506CM001155,2016,6,15,8,35,臺南市,東區,,,長榮路,一,,,,,府東街,,,,,,,,,,,,,0,1,0,7,1,5,50,4,4,1,5,4,5,7,1,1,1,4,5,1,17,43,C000,CM00,1,2,120.21858,22.98586
10506,10506C00020106,CN91,10506CN000011,2016,6,1,11,45,臺南市,中西區,,,南門路,,,,,,樹林街,,東,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,25,C000,CN00,1,2,120.20443,22.98588
10506,10506C00020446,CM91,10506CM001291,2016,6,10,11,20,臺南市,東區,,,裕農路,,,,,,裕豐街,,,,,,,,,,,,,0,1,0,6,1,5,50,4,1,1,4,4,5,7,1,1,10,5,5,2,16,6,C000,CM00,1,2,120.22693,22.98588
10506,,CN91,10506CN001635,2016,6,19,17,26,臺南市,中西區,,,開山路,,,,,,樹林街,,,,,,,,,,,,,0,1,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,12,17,C000,CN00,1,2,120.20998,22.98605
10506,,CM91,10506CM003139,2016,6,19,16,35,臺南市,東區,,,光華街,,229,28,,,,,,與大同路一段141巷,,,,,,,,,,0,1,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,1,15,6,C000,CM00,1,2,120.21336,22.98607
10506,,CM91,10506CM003141,2016,6,29,14,30,臺南市,東區,,,光華街,,229,28,,,大同路,,,一段141巷,,,,,,,,,,0,1,0,8,1,8,40,4,1,1,5,4,5,7,4,4,10,5,5,1,17,6,C000,CM00,1,2,120.21336,22.98607
10506,10506C00020835,CM91,10506CM003599,2016,6,18,16,27,臺南市,東區,,,裕農路,,350,,,,,,,裕農路288巷,,,,,,,,,,0,1,0,8,1,5,40,5,1,1,5,4,5,7,4,4,5,5,5,2,16,6,C000,CM00,1,2,120.23051,22.98608
10506,,CN91,10506CN000444,2016,6,4,19,0,臺南市,中西區,,,開山路,,,,,,大埔街,,,,,,,,,,,,,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,C000,CN00,1,2,120.20982,22.9862
10506,10506C00020423,CR91,10506CR002741,2016,6,1,1,15,臺南市,南區,,,西門路,,,,,,樹林街,,,,,,,,,,,,,0,1,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,C000,CR00,1,2,120.19741,22.98632
10506,10506C00020168,CR91,10506CR002564,2016,6,10,19,7,臺南市,南區,,,西門路,一,,,655,,,,,,,,,,,,,,,0,2,0,8,3,5,50,14,7,1,5,4,5,7,4,4,3,4,4,1,16,23,C000,CR00,1,2,120.19751,22.98632
10506,,CN91,10506CN000545,2016,6,7,7,10,臺南市,中西區,,,樹林街,二,,,171,,,,,,,,,,,,,,,0,1,0,8,1,5,50,14,9,1,5,4,5,7,4,4,9,5,5,2,13,23,C000,CN00,1,2,120.20129,22.98633
10506,10506C00020124,CN91,10506CN000196,2016,6,3,18,56,臺南市,中西區,,,樹林街,,,,,,忠義路,,,,,,,,,,,,,0,2,0,8,3,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CN00,1,2,120.20182,22.98637
10506,,CN91,10506CN002822,2016,6,28,8,56,臺南市,中西區,,,大同路,一,,,,,樹林街,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CN00,1,2,120.21124,22.98641
10506,,CM91,10506CM002970,2016,6,29,23,10,臺南市,東區,,,東門路,二,,,27,,,,,,,,,,,,,,,0,1,0,8,3,5,50,14,7,1,5,4,1,7,4,4,5,4,4,1,16,17,C000,CM00,1,2,120.21953,22.98642
10506,,CN91,10506CN000089,2016,6,2,22,0,臺南市,中西區,,,樹林街,,,,132,,,,,,,,,,,,,,,0,1,0,8,3,5,50,11,9,1,5,4,5,7,4,4,5,4,5,2,26,21,C000,CN00,1,2,120.20615,22.98642
10506,10506C00020213,CM91,10506CM001649,2016,6,14,17,30,臺南市,東區,,,裕農路,,446,52,19,,,,,,,,,,,,,,,0,2,0,8,1,5,40,4,1,1,5,4,5,7,4,4,10,5,5,2,16,6,C000,CM00,1,2,120.23134,22.98649
10506,,CP91,10506CP001739,2016,6,17,23,42,臺南市,安平區,,,中華西路,二,,,,,中華西路,二,,1巷口,,,,,,,,,,0,1,0,8,3,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,12,6,C000,CP00,1,2,120.18647,22.98659
10506,,CP91,10506CP002211,2016,6,25,4,14,臺南市,安平區,,,國平路,,,,,,府平路,,,,,,,,,,,,,0,1,0,8,3,5,50,4,1,1,5,4,5,7,3,1,10,5,5,2,15,6,C000,CP00,1,2,120.17054,22.98677
10506,,CM91,10506CM001144,2016,6,22,12,30,臺南市,東區,,,裕農路,,291,,,,,,,,,,,,,,,,,0,2,0,8,1,5,40,3,1,4,5,4,5,7,4,4,10,5,5,2,16,6,C000,CM00,1,2,120.22833,22.98681
10506,,CN91,10506CN003266,2016,6,24,15,10,臺南市,中西區,,,永福路,一,,,62,,,,,,,,,,,,,,,0,2,0,8,1,5,50,3,1,1,5,4,5,7,4,4,10,5,5,2,11,6,C000,CN00,1,2,120.19805,22.98685
10506,,CM91,10506CM003137,2016,6,6,18,50,臺南市,東區,,,慶東街,,,,,,府東街,,,,,,,,,,,,,0,1,0,8,3,5,50,5,1,3,5,4,5,7,3,1,10,5,5,1,18,43,C000,CM00,1,2,120.21482,22.98701
10506,,CN91,10506CN002738,2016,6,17,14,45,臺南市,中西區,,,大同路,一,70,,,,,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,4,4,10,5,5,2,12,6,C000,CN00,1,2,120.2113,22.98713
10506,,CP91,10506CP002147,2016,6,24,12,10,臺南市,安平區,,,府平路,,,,,,健康三街,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,15,25,C000,CP00,1,2,120.16573,22.98714
10506,,CZ91,10506CZ001592,2016,6,1,18,4,臺南市,仁德區,,,中正路,三,523,,,,,,,大利路,,,,,,,,,,0,1,0,8,3,5,50,14,9,1,5,4,5,7,4,4,5,4,4,1,16,23,C000,CZ00,1,2,120.25433,22.98723
10506,10506C00020116,CN91,10506CN000442,2016,6,3,11,11,臺南市,中西區,,,忠義路,,,,,,南寧街,,,,,,,,,,,,,0,2,0,8,1,5,50,4,1,1,5,4,5,7,1,1,10,5,5,2,16,6,C000,CN00,1,2,120.20128,22.98724
10506,,CM91,10506CM001283,2016,6,15,6,50,臺南市,東區,,,長榮路,二,24,,,,長榮路,二,,,,,,,,,,,,0,1,0,7,1,5,40,4,1,1,5,4,5,7,3,1,10,5,5,2,16,6,C000,CM00,1,2,120.21909,22.98725
10506,10506C00020184,CM91,10506CM002120,2016,6,4,17,25,臺南市,東區,,,中華東路,二,,,45,,,,,,,,,,,,,,,0,1,0,8,1,5,60,4,1,1,5,4,5,7,1,1,1,4,4,1,16,6,C000,CM00,1,2,120.23411,22.98735
10506,,CM91,10506CM000895,2016,6,9,22,50,臺南市,東區,,,東門路,一,,,237,,,,,,,,,,,,,,,0,1,0,8,3,5,40,16,7,1,5,4,5,7,4,4,10,4,4,1,16,9,C000,CM00,1,2,120.21716,22.98738
10506,,CP91,10506CP001481,2016,6,18,6,50,臺南市,安平區,,,中華西路,二,,,55,,,,,,,,,,,,,,,0,1,0,8,1,5,60,4,1,1,5,4,5,7,1,1,10,5,5,2,16,8,C000,CP00,1,2,120.18665,22.98749
