年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道,段,側,附近,道路,公里,公尺處,向,車道,平交道,公里,公尺處,附近,GPS座標X,GPS座標
2016,7,19,21,14,臺南市,永康區,,,中山南路,,,,,,中山東路,,,,,,,,,,,,,120.23682,23.01376
2016,7,19,20,35,臺南市,永康區,,,永大路,二,,,167,,,,,,,,,,,,,,,120.26024,23.0058
2016,7,19,13,9,臺南市,永康區,,,,,,,,,,,,中華路514號,,,,,,,,,,120.23157,23.01231
2016,7,1,17,34,臺南市,永康區,,,仁愛街,,,,398,,,,,三和高幹60-1號附近,,,,,,,,,,120.24154,23.04952
2016,7,13,7,30,臺南市,永康區,,,中正南路,,,,,,,,,與柴頭港溪便道口,,,,,,,,,,120.216,23.0193
2016,7,10,3,18,臺南市,永康區,,,中正北路,,,,952-7,,,,,體一運動公園前,臺1線,323,500,北,南,,,,,120.27449,23.0563
2016,7,14,8,30,臺南市,永康區,,,中正北路,,,,,,,,,與正北一路口,,,,,,,,,,120.26229,23.04667
2016,7,19,18,0,臺南市,永康區,,,,,,,,,,,,四維街與龍埔街,,,,,,,,,,120.25131,23.02135
2016,7,15,18,40,臺南市,永康區,,,國光二街,,,,,,,,,與國光二街70巷口,,,,,,,,,,120.25739,23.00231
2016,7,16,21,55,臺南市,永康區,,,成功路,,,,,,,,,與振興路口,,,,,,,,,,120.2329,23.01119
2016,7,20,15,5,臺南市,永康區,西灣里,,國光八街,,129,,,,國光八街,,,,,,,,,,,,,120.25995,23.01147
2016,7,16,23,15,臺南市,永康區,,,,,,,,,,,,中正北路226號,,,,,,,,,,120.24545,23.04164
2016,7,19,18,5,臺南市,永康區,東橋里,,東橋七路,,,,,,東橋八街,,,,,,,,,,,,,120.2354,23.02189
2016,7,20,19,8,臺南市,永康區,,,西勢路,,,,236,,,,,,,,,,,,,,,120.26439,23.02066
2016,7,20,18,48,臺南市,永康區,,,中華路,,,,,,,,,中華電信1260號電信箱,,,,,,,,,,120.22043,23.02218
2016,7,18,8,55,臺南市,永康區,,,中正北路,,,,1005,,,,,,,,,,,,,,,120.27149,23.05384
2016,7,20,22,25,臺南市,永康區,,,中華西街,,63,,,,,,,,,,,,,,,,,120.237,23.01431
2016,7,20,20,25,臺南市,永康區,鹽行里,,中正二街,,,,,,,,,與正南五街口,,,,,,,,,,120.24018,23.03314
2016,7,20,22,34,臺南市,永康區,復華里,,復國二路,,,,,,,,,與復國二路210巷口,,,,,,,,,,120.24831,23.01225
2016,7,17,10,5,臺南市,永康區,,,大灣路,,,,570,,,,,,,,,,,,,,,120.26256,23.00217
2016,7,20,8,0,臺南市,永康區,,,,,,,,,,,,大灣路與民族路,,,,,,,,,,120.2677,23.00722
2016,7,21,8,0,臺南市,永康區,,,王行路,,68,,,,王行路,,,,,,,,,,,,,120.27441,23.03221
2016,7,17,15,24,臺南市,永康區,,,中正北路,,,,,,和平路,,,,,,,,,,,,,120.26614,23.05327
2016,7,20,17,36,臺南市,永康區,,,,,,,,,,,,復國一路與復國一路586巷,,,,,,,,,,120.24335,23.01724
2016,7,21,11,21,臺南市,永康區,,,,,,,,,,,,中正南路82號,,,,,,,,,,120.21613,23.02105
2016,7,21,11,20,臺南市,永康區,,,南台街,,13,,,,,,,與永康橋,,,,,,,,,,120.3951,23.03688
2016,7,21,18,30,臺南市,永康區,六合里,,中華路,,459,,,,中華路,,,,,,,,,,,,,120.23239,23.01084
2016,7,21,19,10,臺南市,永康區,西勢里,,西勢路,,,,,,,,,新灣橋上,,,,,,,,,,120.28228,23.02098
2016,7,14,12,15,臺南市,永康區,鹽行里,,中正路,,542,,,,中正路,,,,,,,,,,,,,120.24473,23.03445
2016,7,14,18,0,臺南市,永康區,二王里,,中山南路,,,,428,,,,,,,,,,,,,,,120.23866,23.0173
2016,7,22,7,35,臺南市,永康區,,,正南三路,,,,136,,,,,,,,,,,,,,,120.23378,23.02943
2016,7,22,15,45,臺南市,永康區,,,崑山街,,,,,,國光一街,,,,,,,,,,,,,120.25791,23.00116
2016,7,22,19,10,臺南市,永康區,甲頂里,,南台街,,13,38,,,大武街,,,71巷口,,,,,,,,,,120.22318,23.02119
2016,7,23,5,55,臺南市,永康區,三民里,,中正北路,,,,,,龍橋街,,,,,,,,,,,,,120.26178,23.04572
2016,7,13,21,5,臺南市,永康區,甲頂里,,中正南路,,52,,,,,,,,,,,,,,,,,120.21617,23.02026
2016,7,23,8,40,臺南市,永康區,,,大灣路,,,,,,南興路,,,,,,,,,,,,,120.22639,23.00137
2016,7,23,12,10,臺南市,永康區,東橋里,,中正路,,,,,,,,,與中正路269巷口附近,,,,,,,,,,120.247,23.03252
2016,7,11,11,55,臺南市,永康區,,,大灣路,,,,,,立興街,,,,,,,,,,,,,120.26168,23.00084
2016,7,19,22,0,臺南市,永康區,六合里,,中山南路,,,,102,,,,,,,,,,,,,,,120.22909,23.01295
2016,7,21,7,45,臺南市,永康區,建國里,,復興路,,,,,,,,,高速公路便道口,,,,,,,,,,120.24794,22.99862
2016,7,21,14,10,臺南市,永康區,西灣里,,永大路,二,,,237,,,,,,,,,,,,,,,120.262,23.00829
2016,7,21,18,10,臺南市,永康區,王行里,,王行路,,,,,,王行東路,,,,,,,,,,,,,120.27227,23.05294
2016,7,22,12,30,臺南市,永康區,鹽行里,,中正六街,,,,,,,,,正南五街410巷口,,,,,,,,,,120.23742,23.03888
2016,7,23,17,50,臺南市,永康區,甲頂里,,中正南路,,52,,59,,,,,,,,,,,,,,,120.21828,23.02064
2016,7,24,7,30,臺南市,永康區,,,南台街,,54,41,,,,,,,,,,,,,,,,120.22048,23.02275
2016,7,24,8,23,臺南市,永康區,,,王行路,,254,,,,王行路,,,,,,,,,,,,,120.27306,23.03577
2016,7,24,11,45,臺南市,永康區,安康里,,大橋一街,,,,92,,,,,,,,,,,,,,,120.22741,23.01679
2016,7,24,13,20,臺南市,永康區,,,永大路,二,,,,,永大一路,,北,,,,,,,,,,,120.2613,23.01624
2016,7,24,13,50,臺南市,永康區,,,中山南路,,,,67,,,,,,,,,,,,,,,120.22547,23.01237
2016,7,24,16,38,臺南市,永康區,崑山里,,大灣路,,,,908,,,,,,,,,,,,,,,120.25567,22.99956
2016,7,22,17,45,臺南市,永康區,鹽洲里,,國聖街,,,,296,,,,,,,,,,,,,,,120.22769,23.03563
2016,7,23,20,0,臺南市,永康區,西灣里,,永大路,二,,,,,國光七街,,,,,,,,,,,,,120.26251,23.00928
2016,7,21,16,28,臺南市,永康區,,,中正北路,,,,924,,,,,,,,,,,,,,,120.26913,23.0534
2016,7,23,18,55,臺南市,永康區,,,民族路,,,,,,大安街,,,,,,,,,,,,,120.26561,23.00842
2016,7,23,20,34,臺南市,永康區,,,中華路,,,,,,大橋三街,,,,,,,,,,,,,120.2257,23.01873
2016,7,21,8,25,臺南市,永康區,龍潭里,,龍中街,,,,,,埔聖街,,,,,,,,,,,,,120.26163,23.02854
2016,7,21,16,49,臺南市,永康區,大橋里,,南台街,,13,,,,,,,大武街76巷口,,,,,,,,,,120.2234,23.02106
2016,7,22,9,5,臺南市,永康區,六合里,,六合路,,,,,,新興街,,,,,,,,,,,,,120.23058,23.01209
2016,7,24,17,40,臺南市,永康區,,,復興路,,,,7,,,,,,,,,,,,,,,120.25023,22.99851
2016,7,16,6,20,臺南市,永康區,烏竹里,,自強路,,925,,,,,,,烏竹里路燈0006號附近,,,,,,,,,,120.26405,23041565
2016,7,19,6,45,臺南市,永康區,,,中山南路,,,,,,,,,與永平街口,,,,,,,,,,120.25378,23.02439
2016,7,20,8,30,臺南市,永康區,永康里,,永明街,,,,176,,,,,,,,,,,,,,,120.26137,23.02461
2016,7,20,7,30,臺南市,永康區,,,中華路,,,,,,,,,與小東路口,,,,,,,,,,120.23464,22.99851
2016,7,14,13,30,臺南市,永康區,,,中華路,,,,,,,,,與中山南路口,,,,,,,,,,120.23075,23.01341
2016,7,25,8,10,臺南市,永康區,,,,,,,,,,,,成功路與中華路408巷,,,,,,,,,,120.23354,23.01009
2016,7,25,11,57,臺南市,永康區,甲頂里,,中華路,,,,,,大武街,,,,,,,,,,,,,120.22308,23.0206
2016,7,25,12,20,臺南市,永康區,,,永安路,,105,47,,,,,,,,,,,,,,,,120.24447,23.04199
2016,7,20,18,20,臺南市,永康區,,,中正南路,,,,,,,,,與柴頭港溪便道,,,,,,,,,,120.21597,23.0193
2016,7,25,16,22,臺南市,永康區,,,,,,,,,,,,西勢路與西勢路174巷,,,,,,,,,,120.27681,23.02081
2016,7,25,18,11,臺南市,永康區,,,,,,,,,,,,八德街與八德街140巷,,,,,,,,,,120.25828,23.02073
2016,7,22,21,55,臺南市,永康區,,,中山南路,,,,958,,,,,,,,,,,,,,,120.25393,23.02448
2016,7,25,17,50,臺南市,永康區,鹽行里,,中正南路,,,,420,,,,,,,,,,,,,,,120.23012,23.03452
2016,7,23,16,59,臺南市,永康區,,,中山北路,,264,,,,西勢路,,,,,,,,,,,,,120.26557,23.02082
2016,7,18,14,15,臺南市,永康區,二王里,,永二街,,,,,,,,,高速公路南下便道口,,,,,,,,,,120.25047,23.01762
2016,7,25,19,25,臺南市,永康區,,,忠孝路,,76,63,,,忠孝路,,,76巷,,,,,,,,,,120.24182,23.00493
2016,7,18,18,9,臺南市,永康區,五王里,,中山東路,,,,240,,,,,,,,,,,,,,,120.23476,23.01098
2016,7,25,20,20,臺南市,永康區,鹽洲里,,中正南路,,,,,,,,,與鹽和街口,,,,,,,,,,120.23253,23.03737
2016,7,25,21,22,臺南市,永康區,,,新行街,,,,163,,,,,,,,,,,,,,,120.23985,23.04233
2016,7,25,17,48,臺南市,永康區,,,中華路,,,,,,大橋三街,,,,,,,,,,,,,120.22497,23.01843
2016,7,25,9,40,臺南市,永康區,埔園里,,中山路,,,,130,,,,,,,,,,,,,,,120.25637,23.02946
2016,7,16,16,16,臺南市,永康區,鹽行里,,正南六街,,,,15,,,,,,,,,,,,,,,120.22995,23.03573
2016,7,25,18,35,臺南市,永康區,大橋里,,大橋一街,,247,,,,大橋三街,,,,,,,,,,,,,120.23033,23.02208
2016,7,7,8,45,臺南市,永康區,甲頂里,,,,,,,,,,,大武街與大武街18巷口,,,,,,,,,,120.22232,23.01973
2016,7,23,8,50,臺南市,永康區,,,永安路,,105,,,,,,,,,,,,,,,,,120.24626,23.04354
2016,7,26,12,23,臺南市,永康區,永康里,,中山南路,,,,605,,,,,,,,,,,,,,,120.25404,23.02476
2016,7,26,13,13,臺南市,永康區,,,,,,,,,,,,育樂街157號,,,,,,,,,,120.2684,23.03486
2016,7,26,14,10,臺南市,永康區,,,中正南路,,,,,,正南八街,,,,,,,,,,,,,120.23496,23.03815
2016,7,26,13,30,臺南市,永康區,蔦松里,,永安路,,,,,,防汛道路,,,,,,,,,,,,,120.24008,23.05057
2016,7,26,17,10,臺南市,永康區,王行里,,王行路,,254,,39,,,,,,,,,,,,,,,120.27435,23.03629
2016,7,26,18,50,臺南市,永康區,六合里,,新興街,,,,31,,,,,,,,,,,,,,,120.22853,23.01171
2016,7,26,19,22,臺南市,永康區,,,中山南路,,,,82,,,,,,,,,,,,,,,120.22663,23.01276
2016,7,18,17,59,臺南市,永康區,,,中正南路,,,,,,正南二街,,,,,,,,,,,,,120.2268,23.03479
2016,7,5,17,47,臺南市,永康區,,,中正南路,,168,,,,中正南路,,,52巷,,,,,,,,,,120.21892,23.02072
2016,7,23,9,34,臺南市,永康區,,,中山北路,,,,185,,,,,,,,,,,,,,,120.26106,23.02776
2016,7,26,22,8,臺南市,永康區,永康里,,永華路,,,,,,,,,與永平街口,,,,,,,,,,120.25869,23.02205
2016,7,19,16,50,臺南市,永康區,二工里,,永二街,,323,,,,,,,,,,,,,,,,,120.24725,23.01857
2016,7,20,8,40,臺南市,永康區,五王里,,五福街,,110,,,,,,西,,,,,,,,,,,120.23444,23.0135
2016,7,17,9,20,臺南市,永康區,鹽行里,,中正二街,,,,,,正南五街,,,,,,,,,,,,,120.23798,23.03315
2016,7,24,20,42,臺南市,永康區,崑山里,,崑大路,,,,265,,,,,,,,,,,,,,,120.25452,22.99824
2016,7,1,17,15,臺南市,永康區,大灣里,,大灣路,,,,,,大灣五街,,,,,,,,,,,,,120.26727,23.00636
2016,7,7,17,5,臺南市,永康區,網寮里,,文化路,,,,,,永二街,,,,,,,,,,,,,120.2522,23.0157
2016,7,27,6,45,臺南市,永康區,,,自強路,,,,,,埔園街,,,,,,,,,,,,,120.25661,23.03182
2016,7,2,15,0,臺南市,永康區,大橋里,,中華路,,,,,,,,,永康陸橋上,,,,,,,,,,120.2288,23.01653
2016,7,27,7,40,臺南市,永康區,,,復興路,,,,,,,,,高速公路南下便道,,,,,,,,,,120.24782,22.99853
2016,7,27,8,43,臺南市,永康區,永康里,,中山南路,,,,,,,,,中山南路653巷口,,,,,,,,,,120.2547,23.02627
2016,7,2,18,15,臺南市,永康區,東灣里,,大灣路,,,,,,大灣三街,,,,,,,,,,,,,120.26639,23.00469
2016,7,14,7,17,臺南市,永康區,,,大灣東路,,,,,,,,,與崑大路1巷口,,,,,,,,,,120.25825,22.99781
2016,7,27,19,10,臺南市,永康區,埔園里,,中山路,,,,,,自強路,,,,,,,,,,,,,120.25585,23.03123
2016,7,27,22,0,臺南市,永康區,鹽行里,,新中街,,,,126,,,,,,,,,,,,,,,120.24242,23.03771
2016,7,21,17,14,臺南市,永康區,,,,,,,,,,,,國聖街245號,,,,,,,,,,120.22652,23.03456
2016,7,27,19,57,臺南市,永康區,,,,,,,,,,,,復興路與國道一號北上便道,,,,,,,,,,120.24845,23.99855
2016,7,26,18,20,臺南市,永康區,龍潭里,,龍橋街,,37,,,,,,,,,,,,,,,,,120.26653,23.03517
2016,7,25,11,0,臺南市,永康區,,,中正路,,,,,,,,,與中正路209巷,,,,,,,,,,120.25004,23.03122
2016,7,7,10,55,臺南市,永康區,,,大灣路,,40,,,,,,,與大灣路40巷19弄口,,,,,,,,,,120.26607,23.01724
2016,7,7,18,14,臺南市,永康區,,,富強路,二,,,107,,,,,,,,,,,,,,,120.27472,23.0231
2016,7,28,7,50,臺南市,永康區,甲頂里,,中華路,,,,,,,,,南台街135巷口,,,,,,,,,,120.22096,23.02192
2016,7,21,7,0,臺南市,永康區,,,永安二街,,25,,,,永安二街,,,,,,,,,,,,,120.84231,2300248896
2016,7,27,8,0,臺南市,永康區,五王里,,中華二路,,,,,,成功路,,,,,,,,,,,,,120.23459,23.00851
2016,7,27,17,20,臺南市,永康區,,,永安一街,,,,,,新行街,,,,,,,,,,,,,120.24222,23.04429
2016,7,28,9,45,臺南市,永康區,,,中正南路,,,,,,洲工街,,,,,,,,,,,,,120.22633,23.03126
2016,7,28,20,10,臺南市,永康區,鹽洲里,,仁愛街,,108,,,,新行街,,,,,,,,,,,,,120.24216,23.04397
2016,7,28,19,34,臺南市,永康區,,,,,,,,,,,,富強路一段244號對面,,,,,,,,,,120.27464,23.01806
2016,7,28,19,30,臺南市,永康區,鹽行里,,中正南路,,490,,,,鹽信街,,,,,,,,,,,,,120.23382,23.03341
2016,7,29,0,30,臺南市,永康區,三民里,,仁愛街,,,,398,,,,,,,,,,,,,,,120.24282,23.05216
2016,7,26,17,15,臺南市,永康區,,,,,,,,,,,,中山南路123巷與中山南路119巷,,,,,,,,,,120.22921,23.01319
2016,7,29,7,0,臺南市,永康區,大灣里,,文賢街,,,,,,,,,與文賢街68巷口,,,,,,,,,,120.27149,23.00572
2016,7,28,14,30,臺南市,永康區,中華里,,中華路,,10,,,,,,,小東路477巷口,,,,,,,,,,120.23537,23.99984
2016,7,19,10,13,臺南市,永康區,鹽洲里,,國聖街,,,,,,鹽忠街,,,,,,,,,,,,,120.23217,23.04067
2016,7,29,18,40,臺南市,永康區,甲頂里,,中正南路,,,,,,,,,與小北路口,,,,,,,,,,120.21624,23.02208
2016,7,6,8,20,臺南市,永康區,北灣里,,永大路,二,,,,,大安街,,,,,,,,,,,,,120.26391,23.01387
2016,7,23,17,35,臺南市,永康區,中興里,,中華二路,,215,,,,,,,,,,,,,,,,,120.2366,23.00836
2016,7,27,5,50,臺南市,永康區,安康里,,中山南路,,,,,,新興街,,,,,,,,,,,,,120.22651,23.01147
2016,7,30,8,10,臺南市,永康區,,,中山南路,,490,,,,,,,,,,,,,,,,,120.2436,23.01695
2016,7,30,9,19,臺南市,永康區,,,中山南路,,,,,,忠孝路,,,,,,,,,,,,,120.24399,23.02018
2016,7,30,11,10,臺南市,永康區,,,復興路,,,,,,,,,高速公路涵洞,,,,,,,,,,120.24792,22.99854
2016,7,30,11,20,臺南市,永康區,蔦松里,,中正北路,,,,713,,,,,,,,,,,,,,,120.25982,23.04657
2016,7,30,9,58,臺南市,永康區,神洲里,,復華三街,,,,,,,,,東向車道,,,,,,,,,,120.24331,23.00953
2016,7,30,12,35,臺南市,永康區,,,中正北路,,,,,,新中街,,,,,,,,,,,,,120.24447,23.04201
2016,7,30,11,25,臺南市,永康區,西勢里,,富強路,一,2,31,11,,,,,,,,,,,,,,,120.27334,23.0132
2016,7,30,16,45,臺南市,永康區,鹽行里,,中正南路,,,,,,中正路,,,,,,,,,,,,,120.23743,23.04125
2016,7,30,19,40,臺南市,永康區,甲頂里,,中華路,,,,,,中央路,,,,,,,,,,,,,120.21589,23.02332
2016,7,27,20,25,臺南市,永康區,永康里,,中正路,,55,,,,,,,,,,,,,,,,,120.25465,23.02991
2016,7,31,11,10,臺南市,永康區,北灣里,,大安街,,450,,1,,,,,,,,,,,,,,,120.26465,23.01311
2016,7,13,17,45,臺南市,永康區,烏竹里,,自強路,,925,,,,,,,,,,,,,,,,,120.26636,23.03912
2016,7,30,16,22,臺南市,永康區,鹽洲里,,仁愛街,,,,3,,,,,,,,,,,,,,,120.23799,23.04226
2016,7,31,19,55,臺南市,永康區,鹽行里,,中正北路,,,,,,,,,與竹林街口,,,,,,,,,,120.2466,23.04175
2016,7,30,14,38,臺南市,永康區,三民里,,,,,,,,,,,鹽水溪河堤道路鹽洲里路燈308號,,,,,,,,,,120.23615,23.04837
2016,7,24,14,25,臺南市,永康區,復華里,,復華八街,,47,,,,,,,,,,,,,,,,,120.24664,23.01709
2016,7,31,22,2,臺南市,永康區,,,永平街,,,,,,永華路,,,,,,,,,,,,,120.25864,23.02205
2016,7,19,14,54,臺南市,永康區,永康里,,復興路,,,,,,,,,,,,,,,,,,,120.24809,22.99856
2016,7,3,14,55,臺南市,永康區,,,中正北路,,,,188,,,,,,,,,,,,,,,120.78026,23.03217
2016,7,30,18,0,臺南市,永康區,復華里,,忠孝路,,,,383,,,,,,,,,,,,,,,120.24277,23.01615
2016,7,24,9,30,臺南市,永康區,大灣里,,民族路,,,,,,中正五街,,,,,,,,,,,,,120.26864,23.00638
2016,7,31,0,50,臺南市,永康區,崑山里,,大仁街,,125,,23,,,,,,,,,,,,,,,120.25652,23.00338
2016,7,22,16,20,臺南市,永康區,,,文化路,,,,82,,,,,,,,,,,,,,,120.26057,23.01667
2016,7,23,20,40,臺南市,永康區,鹽行里,,永安一街,,,,,,永安路,,,,,,,,,,,,,120.24548,23.04446
2016,7,31,12,6,臺南市,永康區,,,,,,,,,,,,中華路與中正南路,,,,,,,,,,120.218,23.0236
2016,7,7,9,35,臺南市,永康區,鹽行里,,中正北路,,,,,,永安路,,,,,,,,,,,,,120.24661,23.04171
2016,7,9,15,15,臺南市,永康區,勝利里,,中華路,,7,,,,小東路,,,449巷口,,,,,,,,,,120.23372,22.99907
2016,7,10,18,5,臺南市,永康區,正強里,,正強街,,215,,,,正強街,,,,,,,,,,,,,120.25171,23.02916
2016,7,13,11,25,臺南市,永康區,網寮里,,永二街,,,,269,,,,,,,,,,,,,,,120.25126,23.01631
2016,7,31,12,50,臺南市,永康區,鹽洲里,,防汛道路,,,,,,,,,,,,,,,,,,,120.2363,23.04841
2016,7,19,7,50,臺南市,永康區,二王里,,中山南路,,,,500,,,,,,,,,,,,,,,120.23984,23.01809
2016,7,13,14,20,臺南市,永康區,五王里,,中華路,,,,,,五福街,,,,,,,,,,,,,120.23166,23.01214
2016,7,13,9,35,臺南市,永康區,永康里,,中山南路,,365,,,,,,,,,,,,,,,,,120.2459,23.02075
2016,7,13,7,50,臺南市,永康區,二王里,,永二街,,474,,,,永二街,,,,,,,,,,,,,120.24579,23.01977
2016,7,19,9,25,臺南市,永康區,勝利里,,勝學路,,,,190,,,,,,,,,,,,,,,120.23117,23.00674
2016,7,20,17,55,臺南市,永康區,網寮里,,永大一路,,,,,,永春街,,,,,,,,,,,,,120.25622,23.0168
2016,7,10,2,25,臺南市,永康區,永康里,,,,,,,,,,,永康里永大路三段與埔聖街口,,,,,,,,,,120.26028,23.02855
2016,7,9,19,30,臺南市,永康區,尚頂里,,,,,,,,,,,中南路與中正南路242巷口,,,,,,,,,,120.22223,23.02716
2016,7,30,16,45,臺南市,永康區,,,中華路,,,,,,大橋一街,,,,,,,,,,,,,120.22885,23.01476
2016,7,26,19,20,臺南市,永康區,埔園里,,中正路,,127,,,,,,,,,,,,,,,,,120.2523,23.03077
2016,7,30,10,25,臺南市,永康區,南灣里,,南興路,,3,,,,,,,長興路87巷,,,,,,,,,,120.258,22.99398
2016,7,24,1,30,臺南市,永康區,,,永勝街,,,,,,文化路,,,,,,,,,,,,,120.19588,23.01481
2016,7,4,9,50,臺南市,永康區,,,中山南路,,,,459,,,,,,,,,,,,,,,120.03987,23.39874
2016,7,4,8,30,臺南市,永康區,,,永平街,,,,,,永華路,,,,,,,,,,,,,120.39541,23.77295
2016,7,13,7,35,臺南市,永康區,正強里,,,,,,,,,,,正強街與中正路155巷21弄口,,,,,,,,,,120.25164,23.02961
2016,7,13,9,30,臺南市,永康區,烏竹里,,,,,,,,,,,龍橋街與龍橋街521巷口,,,,,,,,,,120.26201,23.04525
2016,7,30,9,25,臺南市,永康區,鹽行里,,中正南路,,,,582,,,,,,,,,,,,,,,120.23303,23.03763
2016,7,6,12,10,臺南市,永康區,西橋里,,中華路,,,,,,中華西街,,南,,,,,,,,,,,120.22606,23.01814
2016,7,25,15,46,臺南市,永康區,,,自強路,,,,,,,,,與龍中街口,,,,,,,,,,120.26211,23.03603
2016,7,25,17,45,臺南市,永康區,,,中正北路,,,,319,,,,,,,,,,,,,,,120.24799,23.0419
2016,7,13,14,20,臺南市,永康區,鹽行里,,,,,,,,,,,中正二街與中正二街336巷口,,,,,,,,,,120.23616,23.0309
2016,7,14,10,40,臺南市,永康區,甲頂里,,,,,,,,,,,甲頂路175巷與公園路1092巷口,,,,,,,,,,120.21777,23.01906
2016,7,30,11,15,臺南市,永康區,,,小東路,,591,,,,小東路,,,,,,,,,,,,,120.23723,22.99853
2016,7,30,17,40,臺南市,永康區,,,龍安街,,39,,,,龍中街,,,,,,,,,,,,,120.26278,23.03127
2016,7,5,5,55,臺南市,永康區,大橋里,,中華路,,,,,,中山南路,,,,,,,,,,,,,120.23081,23.01353
2016,7,14,8,10,臺南市,永康區,網寮里,,永二街,,196,,,,永二街,,,,,,,,,,,,,120.25248,23.016
2016,7,4,20,45,臺南市,永康區,勝利里,,中華路,,,,315,,,,,,,,,,,,,,,120.23433,23.00771
2016,7,14,6,55,臺南市,永康區,光復里,,復興路,,,,372,,,,,,,,,,,,,,,120.24622,22.99848
2016,7,15,22,15,臺南市,永康區,復國里,,復國一路,,,,,,復華二街,,,,,,,,,,,,,120.24617,23.00784
2016,7,16,20,35,臺南市,永康區,三民里,,中正北路,,,,850,,,,,,,,,,,,,,,120.26843,23.0511
2016,7,19,15,55,臺南市,永康區,大橋里,,中山南路,,,,162,,,,,,,,,,,,,,,120.23123,23.01366
2016,7,20,7,35,臺南市,永康區,鹽行里,,正南五街,,,,,,鹽平街,,,,,,,,,,,,,120.23912,23.03449
2016,7,20,14,55,臺南市,永康區,中華里,,小東路,,591,,,,華興街,,,,,,,,,,,,,120.23746,23.00077
2016,7,22,20,35,臺南市,永康區,龍潭里,,中山北路,,,,232,,,,,,,,,,,,,,,120.26402,23.0283
2016,7,15,12,30,臺南市,永康區,崑山里,,,,,,,,,,,崑大路與大灣路891巷口,,,,,,,,,,120.25471,23.99848
2016,7,16,16,28,臺南市,永康區,三民里,,,,,,,,,,,中正北路與和平東路口,,,,,,,,,,120.27142,23.05353
2016,7,19,8,50,臺南市,永康區,王行里,,,,,,,,,,,中山北路499巷與育樂街143巷25弄口,,,,,,,,,,120.27042,23.034
2016,7,19,15,40,臺南市,永康區,鹽行里,,,,,,,,,,,中正北路與新中街口附近,,,,,,,,,,120.24449,23.04139
2016,7,15,8,10,臺南市,永康區,,,富強路,一,93,10,,,,,,與富強路一段93巷口,,,,,,,,,,120.22871,23.03289
2016,7,30,6,50,臺南市,永康區,鹽行里,,中正南路,,490,,,,中正南路,,,,,,,,,,,,,120.23166,23.03644
2016,7,30,11,58,臺南市,永康區,崑山里,,崑山街,,219,,,,,,,崑山街203巷口,,,,,,,,,,120.25828,23.0005
2016,7,1,1,18,臺南市,永康區,,,龍昌街,,,,,,龍國街,,,,,,,,,,,,,120.26817,23.03189
2016,7,3,11,50,臺南市,永康區,,,大仁街,,,,134,,,,,,,,,,,,,,,120.25743,23.00384
2016,7,3,15,15,臺南市,永康區,,,永平街,,,,425,,,,,,,,,,,,,,,120.26062,23.02125
2016,7,4,9,55,臺南市,永康區,,,中華二路,,,,,,成功路,,,,,,,,,,,,,120.23458,23.00857
2016,7,4,16,38,臺南市,永康區,,,中華路,,,,280-53,,,,,,,,,,,,,,,120.23542,23.00677
2016,7,4,8,50,臺南市,永康區,,,復國一路,,,,,,復華七街,,,,,,,,,,,,,120.24493,23.01501
2016,7,11,18,15,臺南市,永康區,,,中正北路,,,,850,,,,,,,,,,,,,,,120.26836,23.05098
2016,7,6,20,19,臺南市,永康區,,,,,,,,,,,,北興路52號,,,,,,,,,,120.26478,23.01416
2016,7,15,17,26,臺南市,永康區,,,永大路,二,,,,,文賢街,,,,,,,,,,,,,120.26362,23.01252
2016,7,15,9,5,臺南市,永康區,,,大灣路,,,,503,,,,,,,,,,,,,,,120.26427,23.0013
2016,7,22,12,10,臺南市,永康區,,,復興路,,,,,,,,,高速公路涵洞前,,,,,,,,,,120.20788,23.99854
2016,7,27,17,55,臺南市,永康區,鹽行里,,中正北路,,,,,,,,,永大陸橋下,,,,,,,,,,120.25529,23.042
2016,7,25,19,50,臺南市,永康區,復國里,,復國路,,,,,,興國街,,,,,,,,,,,,,120.24615,23.00189
2016,7,16,7,17,臺南市,永康區,,,永科王田大道,,,,,,,,,與永科北路,,,,,,,,,,120.3525,23.02156
2016,7,22,16,40,臺南市,永康區,,,正強街,,,,,,自強路,,,,,,,,,,,,,120.03287,230.32019
2016,7,26,9,4,臺南市,永康區,,,中華二路,,358,,,,,,,與中華二路340巷15弄口,,,,,,,,,,120.23015,23.00904
2016,7,23,13,0,臺南市,永康區,埔園里,,四維街,,102,30,,,,,,,,,,,,,,,,120.25313,23.03369
2016,7,31,23,25,臺南市,永康區,安康里,,中山南路,,,,56,,,,,,,,,,,,,,,120.22607,23.01271
2016,7,25,23,20,臺南市,永康區,甲頂里,,中華路,,,,,,中央路,,,,,,,,,,,,,120.21372,23.02333
2016,7,5,21,55,臺南市,永康區,,,中正北路,,,,,,龍橋街,,,,,,,,,,,,,120.00399,23.76985
2016,7,27,8,50,臺南市,永康區,,,中正二街,,,,616,,,,,,,,,,,,,,,120.96315,23.87441
2016,7,28,7,25,臺南市,永康區,,,文賢街,,68,,,,文賢街,,,,,,,,,,,,,120.3207,23.78452
2016,7,16,16,37,臺南市,永康區,,,永華路,,,,,,國光七街,,,,,,,,,,,,,120.11019,23.32699
2016,7,31,15,42,臺南市,永康區,,,,,,,,,,,,中華路與南台街13巷,,,,,,,,,,120.22228,23.02098
