年,月,日,時,分,縣市,區,村里,鄰,街道,段,巷,弄,號,公尺處,街道,段,側,附近,道路,公里,公尺處,向,車道,平交道,公里,公尺處,附近,GPS座標X,GPS座標
2016,7,1,16,22,臺南市,中西區,,,臨安路,,,,,,美麗街,,,,,,,,,,,,,120.19031,22.99891
2016,7,2,10,55,臺南市,中西區,,,成功路,,,,231,,,,,,,,,,,,,,,120.2037,22.99883
2016,7,2,13,0,臺南市,中西區,,,海安路,,,,,,民生路,,,,,,,,,,,,,120.19662,22.99527
2016,7,2,12,47,臺南市,中西區,,,府前路,一,,,35,,,,,,,,,,,,,,,120.21074,22.98894
2016,7,2,14,40,臺南市,中西區,,,成功路,,,,,,忠義路,,,,,,,,,,,,,120.20493,22.99845
2016,7,2,17,5,臺南市,中西區,,,府前路,,90,,,,,,,,,,,,,,,,,120.20867,22.98896
2016,7,3,8,30,臺南市,中西區,,,西和路,,,,,,文賢路,,,,,,,,,,,,,120.19368,23.00351
2016,7,3,12,39,臺南市,中西區,,,和意路,,,,1,,,,,,,,,,,,,,,120.19957,22.98838
2016,7,3,20,15,臺南市,中西區,,,公園路,,,,,,,,,與民生綠園口,,,,,,,,,,120.20515,22.99308
2016,7,2,16,0,臺南市,中西區,,,樹林街,二,,,256,,,,,,,,,,,,,,,120.20262,22.98617
2016,7,2,16,20,臺南市,中西區,,,南門路,,,,,,府前路,,,,,,,,,,,,,120.20464,22.98908
2016,7,2,18,10,臺南市,中西區,,,府前路,二,258,,,,,,,內（新臨安橋頭）,,,,,,,,,,120.18917,22.9958
2016,7,4,0,5,臺南市,中西區,,,忠義路,二,,,126,,,,,,,,,,,,,,,120.20366,22.99535
2016,7,3,19,40,臺南市,中西區,,,民族路,,,,,,西華南街,,,,,,,,,,,,,120.20955,22.99442
2016,7,3,21,30,臺南市,中西區,,,武聖路,,45,,,,,,,,,,,,,,,,,120.19237,23.00538
2016,7,4,8,19,臺南市,中西區,,,海安路,二,,,297,,,,,,,,,,,,,,,120.19778,22.99858
2016,7,4,19,59,臺南市,中西區,,,開山路,,29,,,,,,,,,,,,,,,,,120.20597,22.99128
2016,7,1,17,20,臺南市,中西區,,,西門路,,,,,,中正路,,東,,,,,,,,,,,120.1989,22.99273
2016,7,1,1,3,臺南市,中西區,,,金華路,三,,,216,,,,,,,,,,,,,,,120.1918,22.99455
2016,7,3,10,32,臺南市,中西區,,,中華西路,二,629,,,,,,,,,,,,,,,,,120.18646,23.00038
2016,7,3,13,13,臺南市,中西區,,,海安路,二,97,,7,,,,,,,,,,,,,,,120.19465,22.99511
2016,7,5,9,53,臺南市,中西區,,,公園路,,,,,,民族路,二,,,,,,,,,,,,120.20538,22.9944
2016,7,4,10,8,臺南市,中西區,,,府前路,二,,,,,金華路,三,,,,,,,,,,,,120.19277,22.99151
2016,7,4,10,57,臺南市,中西區,,,西門路,一,,,694,,,,,,,,,,,,,,,120.19551,22.98935
2016,7,6,19,40,臺南市,中西區,,,郡西路,,,,,,建安街,,,,,,,,,,,,,120.1941,22.9887
2016,7,3,18,43,臺南市,中西區,,,西門路,,,,,,民族路,,,,,,,,,,,,,120.19906,22.99485
2016,7,6,20,23,臺南市,中西區,,,保安路,,58,,,,府前路,二,,,,,,,,,,,,120.19656,22.9908
2016,7,4,15,18,臺南市,中西區,,,民生路,二,,,117,,,,,,,,,,,,,,,120.1962,22.99539
2016,7,7,8,27,臺南市,中西區,,,民生路,,,,,,臨安路,,,,,,,,,,,,,120.18926,22.99742
2016,7,7,10,0,臺南市,中西區,,,中華西路,二,,,34,,,,,,,,,,,,,,,120.18694,22.99227
2016,7,7,11,25,臺南市,中西區,,,民族路,,,,,,忠義路,,,,,,,,,,,,,120.20405,22.99626
2016,7,7,22,18,臺南市,中西區,,,中華西路,二,,,,,和緯路,五,,,,,,,,,,,,120.18621,23.00634
2016,7,2,17,25,臺南市,中西區,,,公園路,,,,82,,,,,,,,,,,,,,,120.20605,22.9963
2016,7,4,22,20,臺南市,中西區,,,府前路,,,,,,郡西路,,西,,,,,,,,,,,120.19471,22.99114
2016,7,6,20,16,臺南市,中西區,,,西門路,二,,,179之1,,,,,,,,,,,,,,,120.19673,22.99411
2016,7,7,9,5,臺南市,中西區,,,西門路,二,225,,,,西門路,二,,,,,,,,,,,,120.1993,22.99514
2016,7,7,10,50,臺南市,中西區,,,金華路,,,,,,民族路,,,,,,,,,,,,,120.19515,22.99923
2016,7,9,11,25,臺南市,中西區,,,永華路,,,,,,南華街,,,,,,,,,,,,,120.19093,22.98836
2016,7,10,3,4,臺南市,中西區,,,健康路,一,,,16,,,,,,,,,,,,,,,120.21157,22.98123
2016,7,9,14,48,臺南市,中西區,,,民生路,二,,,273,,,,,,,,,,,,,,,120.19226,22.99663
2016,7,4,17,10,臺南市,中西區,,,民權路,,,,,,西賢六街,,,,,,,,,,,,,120.17198,23.00038
2016,7,7,16,50,臺南市,中西區,,,中華西路,二,12,,,,,,,內（家樂福外通道）,,,,,,,,,,120.18847,22.98827
2016,7,9,17,37,臺南市,中西區,,,民族路,,,,,,廣慈街,,,,,,,,,,,,,120.20529,22.98856
2016,7,10,8,50,臺南市,中西區,,,府前路,二,258,,,,,,,內（台電西區2533號路燈桿前）,,,,,,,,,,120.18921,22.99593
2016,7,9,17,36,臺南市,中西區,,,開山路,,,,245,,,,,,,,,,,,,,,120.20992,22.98616
2016,7,10,14,55,臺南市,中西區,,,府前一街,,,,,,府前路,二,,,,,,,,,,,,120.18859,22.99236
2016,7,6,21,28,臺南市,中西區,,,民生路,,,,,,國華街,,,,,,,,,,,,,120.19664,22.9945
2016,7,10,21,30,臺南市,中西區,,,金華路,,,,,,民族路,,,,,,,,,,,,,120.19511,22.99915
2016,7,10,22,15,臺南市,中西區,,,大同路,,,,,,開山路,,,,,,,,,,,,,120.21112,22.98478
2016,7,10,22,30,臺南市,中西區,,,大同路,,,,,,開山路,,,,,,,,,,,,,120.21112,22.98478
2016,7,9,10,49,臺南市,中西區,,,開山路,,,,301,,,,,,,,,,,,,,,120.20862,22.98539
2016,7,9,13,24,臺南市,中西區,,,金華路,四,,,132,,,,,,,,,,,,,,,120.19312,22.9993
2016,7,9,15,27,臺南市,中西區,,,西門路,,,,,,南寧街,,,,,,,,,,,,,120.19789,22.98584
2016,7,12,2,29,臺南市,中西區,,,民生路,二,,,,,中華西路,二,,,,,,,,,,,,120.18671,22.99784
2016,7,11,20,20,臺南市,中西區,,,永福路,一,68,,,,,,,,,,,,,,,,,120.20019,22.98699
2016,7,5,9,25,臺南市,中西區,,,南門路,,,,,,,,,自來水公司前,,,,,,,,,,120.2045,22.98815
2016,7,11,9,5,臺南市,中西區,,,府前路,一,,,,,,,,東門圓環旁,,,,,,,,,,120.21066,22.98894
2016,7,1,22,10,臺南市,中西區,,,友愛東街,,,,33,,,,,無名巷口,,,,,,,,,,120.20642,22.99146
2016,7,6,10,55,臺南市,中西區,,,南門路,,227,,2016-08-02T00:00:00,,,,,,,,,,,,,,,120.20492,22.98389
2016,7,11,20,36,臺南市,中西區,,,中正路,,,,,,康樂街,,,,,,,,,,,,,120.19639,22.99279
2016,7,10,13,58,臺南市,中西區,,,西門路,,,,,,和意路,,,,,,,,,,,,,120.19786,22.98812
2016,7,12,2,0,臺南市,中西區,,,海安路,二,,,76,,,,,,,,,,,,,,,120.19645,22.99465
2016,7,4,20,15,臺南市,中西區,,,金華路,,,,,,民族路,,,,,,,,,,,,,120.1951,22.99911
2016,7,13,12,15,臺南市,中西區,,,萬昌街,,,,151,,,,,,,,,,,,,,,120.21078,22.99395
2016,7,13,9,20,臺南市,中西區,,,大智街,,,,,,武英街,,南,,,,,,,,,,,120.19289,22.98893
2016,7,13,9,36,臺南市,中西區,,,西門路,,,,,,民族路,,北,,,,,,,,,,,120.20038,22.99799
2016,7,13,17,0,臺南市,中西區,,,民族路,二,173,,,,民族路,二,,,,,,,,,,,,120.20674,22.9954
2016,7,10,21,0,臺南市,中西區,,,民族路,,,,,,康樂街,,,,,,,,,,,,,120.19646,22.99856
2016,7,13,18,15,臺南市,中西區,,,民生路,二,,,388,,,,,,,,,,,,,,,120.18836,22.99769
2016,7,12,13,35,臺南市,中西區,,,中山路,,,,,,民生路,,,民生綠園圓環,,,,,,,,,,120.18716,22.99737
2016,7,14,7,50,臺南市,中西區,,,民生路,二,,,284,,,,,,,,,,,,,,,120.19134,22.99701
2016,7,13,19,0,臺南市,中西區,,,康樂街,,,,,,忠明街,,,,,,,,,,,,,120.19562,22.99658
2016,7,14,14,26,臺南市,中西區,,,中山路,,,,88,,,,,,,,,,,,,,,120.20786,22.99431
2016,7,14,14,10,臺南市,中西區,,,中華西路,,,,,,民權路,,,,,,,,,,,,,22.99903,120.18666
2016,7,5,16,28,臺南市,中西區,,,西門路,,,,,,和意路,,,,,,,,,,,,,22.98838,120.19744
2016,7,15,3,30,臺南市,中西區,,,民權路,一,199,,,,,,,199巷口旁,,,,,,,,,,22.99191,120.20782
2016,7,15,4,30,臺南市,中西區,,,民生路,一,,,,,忠義路,二,,,,,,,,,,,,22.9934,120.20304
2016,7,10,8,2,臺南市,中西區,,,中正路,,,,,,康樂街,,,,,,,,,,,,,22.99347,120.1948
2016,7,17,14,36,臺南市,中西區,,,府前路,一,,,,,,,,建興國中前,,,,,,,,,,22.98936,120.20316
2016,7,7,21,18,臺南市,中西區,,,武英街,,,,,,永華路,一,,巷口,,,,,,,,,,22.9894,120.1906
2016,7,18,15,42,臺南市,中西區,,,民生路,二,,,279,,,,,,,,,,,,,,,22.99674,120.19195
2016,7,18,17,20,臺南市,中西區,,,民生路,二,,,479,,,,,,,,,,,,,,,22.99753,120.18546
2016,7,15,12,30,臺南市,中西區,,,民族路,三,,,,,海安路,二,,,,,,,,,,,,22.99824,120.19773
2016,7,16,11,20,臺南市,中西區,,,民生路,一,,,5,,,,,,,,,,,,,,,22.99269,120.20432
2016,7,17,23,21,臺南市,中西區,,,西和路,,287,,,,文和街,,,,,,,,,,,,,23.00357,120.19241
2016,7,15,9,24,臺南市,中西區,,,大同路,,,,,,樹林街,,,,,,,,,,,,,22.98645,120.20952
2016,7,12,20,5,臺南市,中西區,,,西和路,,,,,,文賢路,,,,,,,,,,,,,23.00135,120.1886
2016,7,15,20,27,臺南市,中西區,,,金華路,,,,,,民族路,,,,,,,,,,,,,22.99915,120.19511
2016,7,16,22,0,臺南市,中西區,,,和善街,,,,,,文祥街,,,,,,,,,,,,,23.00233,120.1899
2016,7,16,13,30,臺南市,中西區,,,和美街,,51,,,,和美街,,,,,,,,,,,,,23.00278,120.19122
2016,7,16,2,20,臺南市,中西區,,,西門路,,,,,,南寧街,,,,,,,,,,,,,22.98513,120.19749
2016,7,19,11,35,臺南市,中西區,,,萬昌街,,,,87,,,,,,,,,,,,,,,22.99122,120.21037
2016,7,14,19,36,臺南市,中西區,,,成功路,,,,259,,,,,,,,,,,,,,,22.99931,120.20222
2016,7,1,22,55,臺南市,中西區,,,大同路,,,,,,健康路,,,,,,,,,,,,,22.98123,120.21203
2016,7,17,1,5,臺南市,中西區,,,西和路,,,,,,和善街,,,,,,,,,,,,,23.0016,120.19046
2016,7,20,10,6,臺南市,中西區,,,中華西路,,,,,,府前路,,,,,,,,,,,,,22.99266,120.18686
2016,7,6,15,23,臺南市,中西區,,,海安路,,,,,,大勇街,,,,,,,,,,,,,22.98982,120.19512
2016,7,18,23,22,臺南市,中西區,,,西門路,二,,,286,,,,,,,,,,,,,,,22.99652,120.1998
2016,7,19,6,42,臺南市,中西區,,,海安路,二,,,,,神農街,,東,,,,,,,,,,,22.9972,120.19738
2016,7,19,9,20,臺南市,中西區,,,西門路,,,,,,永華路,,,,,,,,,,,,,22.98731,120.19748
2016,7,20,13,23,臺南市,中西區,,,文賢路,,,,,,武聖路,,,,,,,,,,,,,23.00522,120.19358
2016,7,15,12,25,臺南市,中西區,,,開山路,,,,,,,,,民生綠園,,,,,,,,,,22.99227,120.20536
2016,7,19,15,55,臺南市,中西區,,,南門路,,,,,,友愛街,,,,,,,,,,,,,22.99082,120.20479
2016,7,14,18,50,臺南市,中西區,,,公園路,,,,41,,,,,,,,,,,,,,,22.99467,120.20523
2016,7,20,13,15,臺南市,中西區,,,民生路,二,,,112,,,,,,,,,,,,,,,22.99547,120.19624
2016,7,20,15,30,臺南市,中西區,,,南門路,,,,,,府前路,,,,,,,,,,,,,22.98909,120.20454
2016,7,21,13,22,臺南市,中西區,,,中華西路,二,,,,,民權路,,,,,,,,,,,,,22.99903,120.18666
2016,7,21,8,31,臺南市,中西區,,,,,,,,,大同路,,南,東門圓環,,,,,,,,,,22.98848,120.21135
2016,7,21,18,30,臺南市,中西區,,,中山路,,,,182,,,,,,,,,,,,,,,22.99647,120.21121
2016,7,21,12,4,臺南市,中西區,,,民族路,二,,,1976-12-01T00:00:00,,,,,,,,,,,,,,,22.99483,120.2084
2016,7,21,17,10,臺南市,中西區,,,南門路,,,,233-3,,,,,,,,,,,,,,,22.98342,120.20392
2016,7,21,18,40,臺南市,中西區,,,民族路,二,,,,,中山路,,,,,,,,,,,,,22.99477,120.20852
2016,7,22,7,0,臺南市,中西區,,,民權路,,,,,,大新街,,,,,,,,,,,,,22.99803,120.19151
2016,7,22,20,57,臺南市,中西區,,,中華西路,二,,,581,,,,,,,,,,,,,,,22.9999,120.18677
2016,7,22,22,10,臺南市,中西區,,,中山路,,,,,,民權路,,,,,,,,,,,,,22.9937,120.20674
2016,7,23,3,45,臺南市,中西區,,,西門路,,,,,,民族路,,,,,,,,,,,,,22.99759,120.20063
2016,7,7,20,20,臺南市,中西區,,,民權路,,,,,,康樂街,,,,,,,,,,,,,22.99731,120.19373
2016,7,8,0,15,臺南市,中西區,,,中正路,,,,,,西門路,,,,,,,,,,,,,22.99279,120.19639
2016,7,12,15,30,臺南市,中西區,,,西門路,二,,,354,,,,,,,,,,,,,,,22.99817,120.20043
2016,7,15,14,35,臺南市,中西區,,,民族路,二,,,61,,,,,,,,,,,,,,,22.99436,120.20767
2016,7,16,15,34,臺南市,中西區,,,忠義路,二,,,130,,,,,,,,,,,,,,,22.99533,120.20167
2016,7,17,21,44,臺南市,中西區,,,中山路,,,,88,,,,,,,,,,,,,,,22.99418,120.20563
2016,7,14,20,0,臺南市,中西區,,,民權路,二,,,185,,,,,,,,,,,,,,,22.99505,120.20025
2016,7,18,22,58,臺南市,中西區,,,大新街,,21,,,,大新街,,,,,,,,,,,,,22.99939,120.19115
2016,7,18,23,53,臺南市,中西區,,,西門路,,,,,,五妃街,,,,,,,,,,,,,22.98299,120.19737
2016,7,12,9,35,臺南市,中西區,,,西門路,,,,,,郡緯街,,,,,,,,,,,,,22.99879,120.20066
2016,7,12,10,0,臺南市,中西區,,,民族路,,,,,,西門路,,,附近,,,,,,,,,,22.99703,120.19986
2016,7,6,8,22,臺南市,中西區,,,中山路,,,,,,,,,民生綠園圓環,,,,,,,,,,22.99253,120.20321
2016,7,6,16,55,臺南市,中西區,,,中正路,,,,,,永福路,,,,,,,,,,,,,22.99226,120.1987
2016,7,5,10,25,臺南市,中西區,,,北門路,一,101,,,,,,,,,,,,,,,,,22.99225,120.20917
2016,7,24,17,0,臺南市,中西區,,,大新街,,,,,,,,,大新街22巷口,,,,,,,,,,22.99859,120.19176
2016,7,21,7,49,臺南市,中西區,,,,,,,,,,,,民生綠園與民生路口,,,,,,,,,,22.99334,120.20276
2016,7,21,11,37,臺南市,中西區,,,民權路,,,,,,永福路,,,,,,,,,,,,,22.99343,120.19895
2016,7,22,15,43,臺南市,中西區,,,中華西路,,,,,,民生路,,,,,,,,,,,,,22.99673,120.18432
2016,7,24,18,40,臺南市,中西區,,,大勇街,,,,,,郡西路,,,,,,,,,,,,,22.98967,120.19218
2016,7,23,13,10,臺南市,中西區,,,大同路,,,,,,五妃街,,,,,,,,,,,,,22.98253,120.20913
2016,7,25,9,42,臺南市,中西區,,,南門路,,,,243之2,,,,,,,,,,,,,,,22.98245,120.20381
2016,7,25,12,20,臺南市,中西區,,,民族路,,,,,,海安路,,,,,,,,,,,,,22.99821,120.19772
2016,7,25,18,0,臺南市,中西區,,,民權路,,,,,,城隍街,,,,,,,,,,,,,22.99082,120.2088
2016,7,26,10,20,臺南市,中西區,,,青年路,,,,216,,,,,,,,,,,,,,,22.9916,120.21108
2016,7,26,9,45,臺南市,中西區,,,忠義路,,,,,,永福路,二,,152巷,,,,,,,,,,22.99417,120.20328
2016,7,26,9,40,臺南市,中西區,,,國華街,三,,,142,,,,,,,,,,,,,,,22.99688,120.19865
2016,7,17,9,6,臺南市,中西區,,,民族路,三,,,47,,,,,,,,,,,,,,,22.9981,120.19806
2016,7,6,13,51,臺南市,中西區,,,湖美街,,31,,,,,,,,,,,,,,,,,22.99997,120.18011
2016,7,24,9,0,臺南市,中西區,,,永華路,一,,,,,大德街,,,,,,,,,,,,,22.98746,120.19361
2016,7,11,13,30,臺南市,中西區,,,環河街,,,,94,,,,,之1,,,,,,,,,,22.99491,120.19253
2016,7,26,21,58,臺南市,中西區,,,西門路,,,,,,民族路,,,,,,,,,,,,,22.99753,120.19794
2016,7,24,20,13,臺南市,中西區,,,公園路,,,,,,民族路,,,,,,,,,,,,,22.99586,120.20544
2016,7,27,13,30,臺南市,中西區,,,萬昌街,,,,,,衛民街,,,,,,,,,,,,,22.99287,120.21065
2016,7,27,16,0,臺南市,中西區,,,金華新路,,,,,,環河街,,,,,,,,,,,,,22.99355,120.19214
2016,7,2,11,50,臺南市,中西區,,,海安路,二,270,,,,,,,,,,,,,,,,,22.99804,120.19777
2016,7,22,19,35,臺南市,中西區,,,西門路,,,,,,和意路,,,,,,,,,,,,,22.98859,120.19746
2016,7,22,21,50,臺南市,中西區,,,環河街,,129,,,,,,,(新臨安橋頭),,,,,,,,,,22.99692,120.18909
2016,7,22,22,35,臺南市,中西區,,,民權路,,,,,,國華街,,,,,,,,,,,,,22.99644,120.19848
2016,7,27,11,43,臺南市,中西區,,,永福路,一,,,,,和意路,,,,,,,,,,,,,22.98831,120.20025
2016,7,27,14,46,臺南市,中西區,,,府前路,一,,,345,,,,,,,,,,,,,,,22.99008,120.19948
2016,7,27,18,10,臺南市,中西區,,,永華路,一,,,350,,,,,,,,,,,,,,,22.98915,120.18713
2016,7,25,8,55,臺南市,中西區,,,中華西路,,,,,,民權路,,,,,,,,,,,,,22.99903,120.18666
2016,7,27,19,21,臺南市,中西區,,,西門路,二,136,,,,,,,,,,,,,,,,,22.99374,120.19897
2016,7,25,11,45,臺南市,中西區,,,西門路,,,,,,民權路,,北,,,,,,,,,,,22.99624,120.19966
2016,7,26,21,0,臺南市,中西區,,,忠義路,,,,,,民族路,,,,,,,,,,,,,22.99617,120.20402
2016,7,23,10,22,臺南市,中西區,,,健康路,,,,,,法華街,,,,,,,,,,,,,22.9812,120.20888
2016,7,12,13,45,臺南市,中西區,,,開山路,,151,,,,,,,,,,,,,,,,,22.98805,120.20831
2016,7,12,13,35,臺南市,中西區,,,中正路,,,,,,康樂街,,,,,,,,,,,,,22.9937,120.1947
2016,7,12,11,56,臺南市,中西區,,,武聖路,,239,,,,,,,,,,,,,,,,,23.00717,120.18869
2016,7,28,17,53,臺南市,中西區,,,大同路,一,,,252,,,,,,,,,,,,,,,22.98147,120.21184
2016,7,21,19,5,臺南市,中西區,,,民權路,四,,,558,,,,,,,,,,,,,,,23.00067,120.16906
2016,7,27,12,10,臺南市,中西區,,,民生路,一,,,160,,,,,,,,,,,,,,,22.9943,120.19799
2016,7,17,18,15,臺南市,中西區,,,海安路,,57,,,,,,,,,,,,,,,,,22.99459,120.19406
2016,7,12,14,15,臺南市,中西區,,,民生路,,,,,,,,,與民生綠園圓環機車道,,,,,,,,,,22.99253,120.20321
2016,7,20,19,50,臺南市,中西區,,,中山路,,,,,,民族路,,,,,,,,,,,,,22.99481,120.20623
2016,7,27,14,5,臺南市,中西區,,,成功路,,,,,,中成路,,,,,,,,,,,,,22.99853,120.2017
2016,7,27,16,4,臺南市,中西區,,,金華路,,,,,,府前路,,,,,,,,,,,,,22.9925,120.19391
2016,7,29,19,40,臺南市,中西區,,,中正路,,,,,,海安路,,,,,,,,,,,,,22.99328,120.1946
2016,7,30,20,13,臺南市,中西區,,,府前路,一,,,,,,,,東門圓環,,,,,,,,,,22.98859,120.21149
2016,7,31,1,22,臺南市,中西區,,,民權路,二,,,,,忠義路,二,,,,,,,,,,,,22.99489,120.20346
2016,7,29,7,48,臺南市,中西區,,,青年路,,164,,,,青年路,,,,,,,,,,,,,22.99179,120.2098
2016,7,25,17,20,臺南市,中西區,,,海安路,,,,,,郡緯街,,,,,,,,,,,,,22.99932,120.19828
2016,7,26,8,50,臺南市,中西區,,,公園路,,,,,,民族路,,,,,,,,,,,,,22.99567,120.2057
2016,7,26,11,10,臺南市,中西區,,,中華西路,二,,,2,,,,,,,,,,,,,,,22.98698,120.18675
2016,7,26,17,58,臺南市,中西區,,,開山路,,,,102,,,,,,,,,,,,,,,22.98972,120.20721
2016,7,27,22,0,臺南市,中西區,,,民生路,二,,,475,,,,,,,,,,,,,,,22.99751,120.18799
2016,7,31,11,30,臺南市,中西區,,,南門路,,,,,,友愛街,,,北側約34公尺處,,,,,,,,,,22.99127,120.20484
2016,7,28,14,10,臺南市,中西區,,,成功路,,,,149,,,,,,,,,,,,,,,22.9981,120.20657
2016,7,28,16,20,臺南市,中西區,,,成功路,,,,,,中成路,,,,,,,,,,,,,22.99834,120.20522
2016,7,31,11,40,臺南市,中西區,,,海安路,二,301,,,,,,,,,,,,,,,,,22.99894,120.19798
2016,7,31,13,11,臺南市,中西區,,,府前路,,,,,,府前二街口,,,,,,,,,,,,,22.99256,120.18748
2016,7,31,13,6,臺南市,中西區,,,北門路,一,,,109,,,,,,,,,,,,,,,22.99373,120.21189
2016,7,31,14,30,臺南市,中西區,,,府前路,二,237,,,,,,,,,,,,,,,,,22.99186,120.19083
2016,7,24,9,10,臺南市,中西區,,,和美街,,,,,,文祥街,,,,,,,,,,,,,23.00289,120.19108
2016,7,18,18,40,臺南市,中西區,,,文賢路,,,,,,武聖路,,,,,,,,,,,,,23.00522,120.19359
2016,7,22,10,16,臺南市,中西區,,,西門路,,,,,,永華路,,,,,,,,,,,,,22.9874,120.19748
2016,7,1,14,25,臺南市,中西區,,,海安路,,,,,,和平街,,,,,,,,,,,,,22.99653,120.19694
2016,7,6,15,10,臺南市,中西區,,,民族路,,,,,,大福街,,,,,,,,,,,,,22.99959,120.19168
2016,7,17,11,30,臺南市,中西區,,,,,,,,,,,,海安民族路口,,,,,,,,,,22.99824,120.19549
2016,7,23,16,13,臺南市,中西區,,,中華西路,二,,,851,,和緯路,五,,89巷口,,,,,,,,,,23.00534,120.18457
2016,7,28,16,55,臺南市,中西區,,,金華路,三,,,16,,,,,,,,,,,,,,,22.98861,120.19012
2016,7,30,23,30,臺南市,中西區,,,金華路,三,,,262,,,,,,,,,,,,,,,22.99576,120.19177
2016,7,31,12,40,臺南市,中西區,,,中山路,,,,,,民族路,,西,,,,,,,,,,,22.99482,120.20835
2016,7,20,21,48,臺南市,中西區,,,西門路,一,702,,,,,,,,,,,,,,,,,22.9897,120.1976
2016,7,28,11,9,臺南市,中西區,,,北門路,,,,,,青年路,,,,,,,,,,,,,22.99153,120.21158
2016,7,14,21,30,臺南市,中西區,,,青年路,,,,16,,,,,,,,,,,,,,,22.99226,120.2039
2016,7,23,18,10,臺南市,中西區,,,金華路,四,,,102,,,,,,,,,,,,,,,22.99852,120.19486
2016,7,17,17,57,臺南市,中西區,,,中華西路,二,,,577,,,,,,,,,,,,,,,22.99932,120.1867
2016,7,31,19,18,臺南市,中西區,,,中華西路,,,,,,永華路,,,旁,,,,,,,,,,22.98934,120.18704
2016,7,25,13,35,臺南市,中西區,,,中山路,,,,43,,,,,,,,,,,,,,,22.99346,120.2064
2016,7,18,15,56,臺南市,中西區,,,五妃街,,,,203,,,,,與無名巷口,,,,,,,,,,22.9826,120.20461
2016,7,18,17,30,臺南市,中西區,,,中華西路,二,851,151,,,湖美二街,,,142巷,,,,,,,,,,23.00484,120.18346
2016,7,3,10,56,臺南市,中西區,,,臨安路,一,212,,,,臨安路,一,,,,,,,,,,,,23.0018,120.19192
2016,7,4,13,18,臺南市,中西區,,,河中街,,8,,,,金華路,三,,,,,,,,,,,,22.9945,120.19134
2016,7,3,17,56,臺南市,中西區,,,北門路,,,,,,青年路,,,,,,,,,,,,,22.99156,120.20936
2016,7,2,16,0,臺南市,中西區,,,成功路,,,,,,國華街,,,,,,,,,,,,,23.00008,120.19998
2016,7,23,13,26,臺南市,中西區,,,北門路,,,,,,民族路,,,,,,,,,,,,,22.99456,120.21177
2016,7,24,19,0,臺南市,中西區,,,永福路,,,,,,民生路,,,,,,,,,,,,,22.99138,120.20064
2016,7,23,11,20,臺南市,中西區,,,民族路,二,57,,,,,,,,,,,,,,,,,22.99444,120.21007
2016,7,23,14,48,臺南市,中西區,,,中正路,,,,,,國華街,二,,,,,,,,,,,,22.99193,120.19716
2016,7,23,17,50,臺南市,中西區,,,臨安路,一,,,152,,,,,,,,,,,,,,,23.00064,120.19053
2016,7,23,16,50,臺南市,中西區,,,樹林街,二,,,,,,,,臺南女中後門對面,,,,,,,,,,22.98539,120.20716
2016,7,29,11,50,臺南市,中西區,,,民族路,,,,,,海安路,,,附近,,,,,,,,,,22.99813,120.19796
2016,7,24,18,27,臺南市,中西區,,,西門路,三,,,,,成功路,,,,,,,,,,,,,22.99983,120.20131
2016,7,24,13,57,臺南市,中西區,,,和意路,,,,,,,,,晶英酒店前,,,,,,,,,,22.98841,120.19957
2016,7,29,14,30,臺南市,中西區,,,中山路,,,,,,西華南街,,,,,,,,,,,,,22.99563,120.20991
2016,7,29,16,18,臺南市,中西區,,,大同路,一,,,122,,,,,,,,,,,,,,,22.98539,120.20885
2016,7,21,16,58,臺南市,中西區,,,西門路,一,,,694,,,,,,,,,,,,,,,22.98934,120.19771
2016,7,10,21,25,臺南市,中西區,,,中華西路,,,,,,府前一街,,,,,,,,,,,,,22.9969,120.18654
2016,7,7,10,35,臺南市,中西區,,,中華西路,二,200,,,,,,,,,,,,,,,,,22.99582,120.18641
2016,7,29,16,23,臺南市,中西區,,,府前路,一,,,,,,,,府前路一段196巷口,,,,,,,,,,22.98903,120.20546
2016,7,30,10,50,臺南市,中西區,,,康樂街,,,,,,忠孝街,,,,,,,,,,,,,22.99983,120.19699
2016,7,20,11,25,臺南市,中西區,,,康樂街,,,,19,,,,,,,,,,,,,,,22.99057,120.19395
2016,7,30,11,15,臺南市,中西區,,,府前路,一,743,,,,,,,,,,,,,,,,,22.98948,120.19746
2016,7,30,17,57,臺南市,中西區,,,永福路,一,,,73,,,,,,,,,,,,,,,22.98336,120.2001
2016,7,30,13,0,臺南市,中西區,,,南門路,,,,233,,,,,,,,,,,,,,,22.98352,120.20391
2016,7,25,8,30,臺南市,中西區,,,民族路,二,,,253,,,,,,,,,,,,,,,22.99621,120.20429
2016,7,25,10,40,臺南市,中西區,,,府前路,一,,,183,,,,,,,,,,,,,,,22.98906,120.20494
2016,7,17,9,40,臺南市,中西區,,,中華西路,,,,,,民生路,,,,,,,,,,,,,22.99619,120.18706
2016,7,18,13,45,臺南市,中西區,,,西門路,,,,,,民族路,,,,,,,,,,,,,22.99753,120.19794
2016,7,26,7,25,臺南市,中西區,,,民生路,,,,,,永福路,,西,,,,,,,,,,,22.99393,120.20106
2016,7,2,0,29,臺南市,安南區,,,台江大道,,,,,,北安路,,,,,,,,,,,,,23.05613,120.21347
2016,7,2,22,32,臺南市,安南區,,,海中街,,,,,,,,,電線桿（海中高幹）,,,,,,,,,,23.04387,120.1825
